,Date,Hour,State,code,Train,CarNumber,Equipement,Pressure
96,2022-05-01,21:54:40,Disp,Door,8TR_,C3,3D,3.11
97,2022-05-01,21:54:39,App,Door,8TR_,C3,3D,3.11
102,2022-05-01,21:44:36,Disp,Door,70TR_,C2,1G,2.85
103,2022-05-01,21:44:35,App,Door,70TR_,C2,1G,2.85
104,2022-05-01,21:40:46,App,Pressure,24TR_,T,-,-
105,2022-05-01,21:40:46,Disp,Pressure,24TR_,T,-,-
106,2022-05-01,21:37:25,Disp,Door,86TR_,C4,2D,2.91
107,2022-05-01,21:37:19,App,Door,86TR_,C4,2D,2.91
108,2022-05-01,21:34:48,Disp,Door,86TR_,C4,2D,2.92
109,2022-05-01,21:34:41,App,Door,86TR_,C4,2D,2.92
114,2022-05-01,21:18:24,App,Pressure,127TR_,T,-,-
115,2022-05-01,21:18:24,Disp,Pressure,127TR_,T,-,-
118,2022-05-01,21:15:22,App,Pressure,77TR_,T,-,-
119,2022-05-01,21:15:22,Disp,Pressure,77TR_,T,-,-
124,2022-05-01,21:08:46,Disp,Door,22TR_,C4,1D,3.12
125,2022-05-01,21:08:45,App,Door,22TR_,C4,1D,3.12
126,2022-05-01,21:08:16,App,Pressure,77TR_,T,-,-
127,2022-05-01,21:08:16,Disp,Pressure,77TR_,T,-,-
130,2022-05-01,21:04:53,Disp,Door,32TR_,C5,2D,2.95
131,2022-05-01,21:04:53,Disp,Door,32TR_,C5,3D,2.95
132,2022-05-01,21:04:52,App,Door,32TR_,C5,2D,2.95
133,2022-05-01,21:04:52,App,Door,32TR_,C5,3D,2.95
142,2022-05-01,20:51:20,App,Pressure,106TR_,T,-,-
143,2022-05-01,20:51:20,Disp,Pressure,106TR_,T,-,-
144,2022-05-01,20:49:35,App,Door,90TR_,C5,2G,2.87
145,2022-05-01,20:49:35,Disp,Door,90TR_,C5,2G,2.87
150,2022-05-01,20:44:43,Disp,Door,80TR_,C2,1G,2.97
151,2022-05-01,20:44:42,App,Door,80TR_,C2,1G,2.97
152,2022-05-01,20:44:42,App,Door,80TR_,C2,2G,2.97
153,2022-05-01,20:44:42,Disp,Door,80TR_,C2,2G,2.97
154,2022-05-01,20:39:40,Disp,Door,47TR_,C3,1G,3.29
155,2022-05-01,20:39:37,App,Door,47TR_,C3,1G,3.29
156,2022-05-01,20:38:43,App,Pressure,136TR_,T,-,-
157,2022-05-01,20:38:43,Disp,Pressure,136TR_,T,-,-
158,2022-05-01,20:32:33,Disp,Door,77TR_,C5,1D,2.79
159,2022-05-01,20:32:25,App,Door,77TR_,C5,1D,2.79
166,2022-05-01,20:17:33,App,Pressure,106TR_,T,-,-
167,2022-05-01,20:17:33,Disp,Pressure,106TR_,T,-,-
170,2022-05-01,20:05:46,Disp,Door,92TR_,C4,2G,3.16
171,2022-05-01,20:05:45,App,Door,92TR_,C4,2G,3.16
172,2022-05-01,20:01:11,App,Door,122TR_,C5,1D,2.99
173,2022-05-01,20:01:11,Disp,Door,122TR_,C5,1D,2.99
182,2022-05-01,19:39:36,App,Door,111TR_,C1,2D,3.29
183,2022-05-01,19:39:36,Disp,Door,111TR_,C1,2D,3.29
186,2022-05-01,19:39:07,Disp,Door,22TR_,C4,1G,3.21
187,2022-05-01,19:39:01,App,Door,22TR_,C4,1G,3.21
190,2022-05-01,19:35:15,Disp,Door,22TR_,C5,2D,3.14
191,2022-05-01,19:35:00,App,Door,22TR_,C5,2D,3.14
192,2022-05-01,19:34:27,App,Door,95TR_,C3,1G,2.93
193,2022-05-01,19:34:27,Disp,Door,95TR_,C3,1G,2.93
194,2022-05-01,19:33:34,Disp,Door,136TR_,C5,1G,3.15
195,2022-05-01,19:33:33,App,Door,136TR_,C5,1G,3.16
202,2022-05-01,19:25:17,App,Pressure,128TR_,T,-,-
203,2022-05-01,19:25:17,Disp,Pressure,128TR_,T,-,-
204,2022-05-01,19:24:47,Disp,Door,119TR_,C1,2D,3.3
205,2022-05-01,19:24:39,App,Door,119TR_,C1,2D,3.3
216,2022-05-01,19:16:24,App,Door,50TR_,C2,3G,3.01
217,2022-05-01,19:16:24,Disp,Door,50TR_,C2,3G,3.01
218,2022-05-01,19:16:11,Disp,Door,55TR_,C4,3D,2.9
219,2022-05-01,19:16:08,App,Door,55TR_,C4,3D,2.9
220,2022-05-01,19:14:26,Disp,Door,53TR_,C3,2G,2.88
221,2022-05-01,19:14:25,App,Door,53TR_,C3,2G,2.88
222,2022-05-01,19:13:45,Disp,Door,96TR_,C3,3G,3.28
223,2022-05-01,19:13:44,App,Door,96TR_,C3,3G,3.28
224,2022-05-01,19:13:12,App,Pressure,82TR_,T,-,-
225,2022-05-01,19:13:12,Disp,Pressure,82TR_,T,-,-
228,2022-05-01,19:11:00,App,Pressure,82TR_,T,-,-
229,2022-05-01,19:11:00,Disp,Pressure,82TR_,T,-,-
230,2022-05-01,19:11:00,App,Pressure,85TR_,T,-,-
231,2022-05-01,19:11:00,Disp,Pressure,85TR_,T,-,-
232,2022-05-01,19:08:44,App,Pressure,32TR_,T,-,-
233,2022-05-01,19:08:44,Disp,Pressure,32TR_,T,-,-
234,2022-05-01,19:04:21,Disp,Pressure,32TR_,T,-,-
235,2022-05-01,19:04:20,App,Pressure,32TR_,T,-,-
236,2022-05-01,19:01:58,App,Pressure,89TR_,T,-,-
237,2022-05-01,19:01:58,Disp,Pressure,89TR_,T,-,-
240,2022-05-01,18:58:54,Disp,Door,85TR_,C5,3D,3.03
241,2022-05-01,18:58:53,App,Door,85TR_,C5,3D,3.03
242,2022-05-01,18:56:15,Disp,Door,106TR_,C1,1G,3.03
243,2022-05-01,18:56:15,Disp,Door,106TR_,C1,2G,3.03
244,2022-05-01,18:56:14,App,Door,90TR_,C5,3D,3.01
245,2022-05-01,18:56:14,Disp,Door,90TR_,C5,3D,3.01
246,2022-05-01,18:56:14,App,Door,106TR_,C1,1G,3.03
247,2022-05-01,18:56:14,App,Door,106TR_,C1,2G,3.03
248,2022-05-01,18:54:48,Disp,Door,111TR_,C3,2G,3.13
249,2022-05-01,18:54:46,App,Door,111TR_,C3,2G,3.13
256,2022-05-01,18:43:54,Disp,Door,16TR_,C1,2G,2.86
257,2022-05-01,18:43:53,App,Door,16TR_,C1,2G,2.86
260,2022-05-01,18:39:07,App,Pressure,51TR_,T,-,-
261,2022-05-01,18:39:07,Disp,Pressure,51TR_,T,-,-
266,2022-05-01,18:37:41,App,Pressure,32TR_,T,-,-
267,2022-05-01,18:37:41,Disp,Pressure,32TR_,T,-,-
268,2022-05-01,18:36:35,Disp,Door,135TR_,C1,3D,3.34
269,2022-05-01,18:36:33,App,Door,135TR_,C1,3D,3.35
270,2022-05-01,18:36:11,Disp,Pressure,77TR_,T,-,-
271,2022-05-01,18:36:10,App,Pressure,77TR_,T,-,-
274,2022-05-01,18:34:54,Disp,Door,110TR_,C2,3D,2.93
275,2022-05-01,18:34:54,Disp,Door,110TR_,C5,3D,2.93
276,2022-05-01,18:34:52,App,Door,110TR_,C2,3D,2.93
277,2022-05-01,18:34:52,App,Door,110TR_,C5,3D,2.93
278,2022-05-01,18:33:43,App,Pressure,51TR_,T,-,-
279,2022-05-01,18:33:43,Disp,Pressure,51TR_,T,-,-
282,2022-05-01,18:31:21,App,Pressure,77TR_,T,-,-
283,2022-05-01,18:31:21,Disp,Pressure,77TR_,T,-,-
288,2022-05-01,18:29:16,App,Door,50TR_,C2,3G,2.83
289,2022-05-01,18:29:16,Disp,Door,50TR_,C2,3G,2.83
290,2022-05-01,18:28:10,Disp,Door,8TR_,C3,3D,3.26
291,2022-05-01,18:28:03,App,Door,8TR_,C3,3D,3.26
296,2022-05-01,18:20:47,App,Pressure,77TR_,T,-,-
297,2022-05-01,18:20:47,Disp,Pressure,77TR_,T,-,-
306,2022-05-01,18:16:09,App,Pressure,51TR_,T,-,-
307,2022-05-01,18:16:09,Disp,Pressure,51TR_,T,-,-
308,2022-05-01,18:15:47,App,Door,37TR_,C1,3G,3.03
309,2022-05-01,18:15:47,Disp,Door,37TR_,C1,3G,3.03
310,2022-05-01,18:15:22,Disp,Door,134TR_,C3,1D,2.95
313,2022-05-01,18:14:42,App,Pressure,67TR_,T,-,-
314,2022-05-01,18:14:42,Disp,Pressure,67TR_,T,-,-
315,2022-05-01,18:14:16,App,Door,70TR_,C2,1G,2.86
316,2022-05-01,18:14:16,Disp,Door,70TR_,C2,1G,2.86
321,2022-05-01,18:12:49,App,Door,134TR_,C3,1D,2.95
324,2022-05-01,18:10:57,App,DoorGeneral,106TR_,T,-,2.98
325,2022-05-01,18:10:57,App,Door,106TR_,C5,3D,2.98
326,2022-05-01,18:10:57,App,Door,106TR_,C1,1G,2.98
327,2022-05-01,18:10:57,App,Door,106TR_,C1,2G,2.98
328,2022-05-01,18:10:57,Disp,DoorGeneral,106TR_,T,-,2.98
329,2022-05-01,18:10:57,Disp,Door,106TR_,C5,3D,2.98
330,2022-05-01,18:10:57,Disp,Door,106TR_,C1,1G,2.98
331,2022-05-01,18:10:57,Disp,Door,106TR_,C1,2G,2.98
338,2022-05-01,18:06:18,Disp,Door,18TR_,C5,3G,3.2
339,2022-05-01,18:06:10,App,Door,18TR_,C5,3G,3.2
342,2022-05-01,18:03:06,App,Pressure,67TR_,T,-,-
343,2022-05-01,18:03:06,Disp,Pressure,67TR_,T,-,-
348,2022-05-01,17:58:37,App,Pressure,67TR_,T,-,-
349,2022-05-01,17:58:37,Disp,Pressure,67TR_,T,-,-
352,2022-05-01,17:57:18,App,Door,32TR_,C4,2G,2.94
353,2022-05-01,17:57:18,Disp,Door,32TR_,C4,2G,2.94
354,2022-05-01,17:55:31,Disp,Pressure,67TR_,T,-,-
355,2022-05-01,17:55:30,App,Pressure,67TR_,T,-,-
356,2022-05-01,17:54:19,App,Door,61TR_,C1,3G,2.94
357,2022-05-01,17:54:19,Disp,Door,61TR_,C1,3G,2.94
362,2022-05-01,17:49:40,App,Pressure,67TR_,T,-,-
363,2022-05-01,17:49:40,Disp,Pressure,67TR_,T,-,-
372,2022-05-01,17:38:44,Disp,Door,80TR_,C5,3G,3
373,2022-05-01,17:38:42,App,Door,80TR_,C5,3G,3
378,2022-05-01,17:30:00,Disp,Door,64TR_,C2,3D,3.29
379,2022-05-01,17:29:54,App,Door,64TR_,C2,3D,3.29
380,2022-05-01,17:28:46,Disp,Door,90TR_,C5,2G,2.81
381,2022-05-01,17:28:45,App,Door,90TR_,C5,2G,2.81
382,2022-05-01,17:28:45,App,Door,106TR_,C2,1G,2.85
383,2022-05-01,17:28:45,Disp,Door,106TR_,C2,1G,2.85
386,2022-05-01,17:26:28,Disp,Door,62TR_,C3,2D,2.81
387,2022-05-01,17:26:20,App,Door,62TR_,C3,2D,2.81
388,2022-05-01,17:25:24,App,Pressure,67TR_,T,-,-
389,2022-05-01,17:25:24,Disp,Pressure,67TR_,T,-,-
390,2022-05-01,17:23:52,Disp,Door,62TR_,C3,2G,2.73
391,2022-05-01,17:23:42,App,Door,62TR_,C3,2G,2.73
396,2022-05-01,17:22:31,App,Pressure,67TR_,T,-,-
397,2022-05-01,17:22:31,Disp,Pressure,67TR_,T,-,-
400,2022-05-01,17:18:43,Disp,Door,101TR_,C5,1D,2.98
401,2022-05-01,17:18:42,App,Door,101TR_,C5,1D,2.98
402,2022-05-01,17:18:31,App,Pressure,67TR_,T,-,-
403,2022-05-01,17:18:31,Disp,Pressure,67TR_,T,-,-
406,2022-05-01,17:14:31,Disp,Door,112TR_,C2,2D,2.92
407,2022-05-01,17:14:31,Disp,Door,112TR_,C4,2D,2.92
408,2022-05-01,17:14:30,App,Door,112TR_,C2,2D,2.92
409,2022-05-01,17:14:30,App,Door,112TR_,C4,2D,2.92
412,2022-05-01,17:10:43,App,Pressure,67TR_,T,-,-
413,2022-05-01,17:10:43,Disp,Pressure,67TR_,T,-,-
418,2022-05-01,17:06:26,App,Door,89TR_,C2,2G,2.83
419,2022-05-01,17:06:26,Disp,Door,89TR_,C2,2G,2.83
420,2022-05-01,17:04:45,Disp,Door,134TR_,C3,1G,3.15
421,2022-05-01,17:04:42,App,Door,134TR_,C3,1G,3.15
422,2022-05-01,17:04:23,App,Pressure,40TR_,T,-,-
423,2022-05-01,17:04:23,Disp,Pressure,40TR_,T,-,-
430,2022-05-01,16:56:38,App,Pressure,67TR_,T,-,-
431,2022-05-01,16:56:38,Disp,Pressure,67TR_,T,-,-
432,2022-05-01,16:56:08,App,Door,75TR_,C3,1G,3.05
433,2022-05-01,16:56:08,Disp,Door,75TR_,C3,1G,3.05
434,2022-05-01,16:53:54,App,Door,122TR_,C4,2G,3.32
435,2022-05-01,16:53:54,Disp,Door,122TR_,C4,2G,3.32
436,2022-05-01,16:53:36,App,Pressure,67TR_,T,-,-
437,2022-05-01,16:53:36,Disp,Pressure,67TR_,T,-,-
440,2022-05-01,16:52:35,Disp,Door,62TR_,C3,2G,2.91
443,2022-05-01,16:52:23,Disp,Door,62TR_,C5,3D,2.91
444,2022-05-01,16:52:22,App,Door,62TR_,C3,2G,2.91
445,2022-05-01,16:52:22,App,Door,62TR_,C5,3D,2.91
452,2022-05-01,16:49:55,Disp,Door,115TR_,C5,2G,3.14
453,2022-05-01,16:49:46,Disp,Door,122TR_,C5,3D,3.09
454,2022-05-01,16:49:43,App,Door,115TR_,C5,2G,3.14
455,2022-05-01,16:49:43,App,Door,122TR_,C5,3D,3.09
458,2022-05-01,16:48:51,Disp,Door,50TR_,C2,3G,3
459,2022-05-01,16:48:50,App,Door,50TR_,C2,3G,3
464,2022-05-01,16:43:47,App,Pressure,82TR_,T,-,-
465,2022-05-01,16:43:47,Disp,Pressure,82TR_,T,-,-
466,2022-05-01,16:43:47,App,Pressure,85TR_,T,-,-
467,2022-05-01,16:43:47,Disp,Pressure,85TR_,T,-,-
468,2022-05-01,16:43:34,App,Pressure,40TR_,T,-,-
469,2022-05-01,16:43:34,Disp,Pressure,40TR_,T,-,-
472,2022-05-01,16:40:12,Disp,Door,29TR_,C5,1G,3.27
473,2022-05-01,16:40:08,App,Door,29TR_,C5,1G,3.27
476,2022-05-01,16:39:19,App,Pressure,40TR_,T,-,-
477,2022-05-01,16:39:19,Disp,Pressure,40TR_,T,-,-
480,2022-05-01,16:34:34,Disp,Door,134TR_,C5,2D,2.94
481,2022-05-01,16:34:33,App,Door,134TR_,C5,2D,2.95
488,2022-05-01,16:26:16,Disp,Door,106TR_,C1,1G,3.11
489,2022-05-01,16:26:16,Disp,Door,106TR_,C1,2G,3.11
490,2022-05-01,16:26:15,App,Door,106TR_,C1,1G,3.11
491,2022-05-01,16:26:15,App,Door,106TR_,C1,2G,3.11
494,2022-05-01,16:23:41,Disp,Door,51TR_,C2,3D,2.92
495,2022-05-01,16:23:40,App,Door,51TR_,C2,3D,2.92
500,2022-05-01,16:18:14,App,Pressure,111TR_,T,-,-
501,2022-05-01,16:18:14,Disp,Pressure,111TR_,T,-,-
502,2022-05-01,16:14:40,App,Door,40TR_,C4,2G,3.04
503,2022-05-01,16:14:40,Disp,Door,40TR_,C4,2G,3.04
504,2022-05-01,16:13:40,App,Pressure,92TR_,T,-,-
505,2022-05-01,16:13:40,Disp,Pressure,92TR_,T,-,-
506,2022-05-01,16:12:00,App,Pressure,111TR_,T,-,-
507,2022-05-01,16:12:00,Disp,Pressure,111TR_,T,-,-
512,2022-05-01,16:07:57,App,Pressure,92TR_,T,-,-
513,2022-05-01,16:07:57,Disp,Pressure,92TR_,T,-,-
514,2022-05-01,16:05:44,App,Door,32TR_,C5,3D,3.09
515,2022-05-01,16:05:44,Disp,Door,32TR_,C5,3D,3.09
518,2022-05-01,16:02:32,App,Pressure,24TR_,T,-,-
519,2022-05-01,16:02:32,Disp,Pressure,24TR_,T,-,-
520,2022-05-01,15:59:10,Disp,Door,37TR_,C1,3D,3.2
521,2022-05-01,15:59:06,App,Door,37TR_,C1,3D,3.2
522,2022-05-01,15:57:58,Disp,Door,53TR_,C4,2D,2.86
524,2022-05-01,15:57:56,App,Door,53TR_,C4,2D,2.86
528,2022-05-01,15:51:02,App,Pressure,111TR_,T,-,-
529,2022-05-01,15:51:02,Disp,Pressure,111TR_,T,-,-
534,2022-05-01,15:46:50,App,Pressure,111TR_,T,-,-
535,2022-05-01,15:46:50,Disp,Pressure,111TR_,T,-,-
536,2022-05-01,15:45:59,Disp,Door,17TR_,C1,3G,3.01
537,2022-05-01,15:45:56,App,Door,17TR_,C1,3G,3.01
544,2022-05-01,15:36:43,Disp,Door,136TR_,C1,3G,2.95
545,2022-05-01,15:36:42,App,Door,136TR_,C1,3G,2.95
546,2022-05-01,15:36:22,App,Door,29TR_,C3,2D,3.16
547,2022-05-01,15:36:22,Disp,Door,29TR_,C3,2D,3.16
548,2022-05-01,15:33:50,App,Pressure,24TR_,T,-,-
549,2022-05-01,15:33:50,Disp,Pressure,24TR_,T,-,-
550,2022-05-01,15:31:04,Disp,Door,122TR_,C1,3G,3.08
551,2022-05-01,15:31:00,App,Door,122TR_,C1,3G,3.08
554,2022-05-01,15:28:11,Disp,Pressure,111TR_,T,-,-
555,2022-05-01,15:28:10,App,Pressure,111TR_,T,-,-
560,2022-05-01,15:22:06,Disp,Door,128TR_,C3,1G,3.03
561,2022-05-01,15:22:05,App,Door,128TR_,C3,1G,3.03
570,2022-05-01,15:17:37,Disp,Door,4TR_,C2,1D,2.97
571,2022-05-01,15:17:25,App,Door,4TR_,C2,1D,2.98
572,2022-05-01,15:14:22,App,Door,51TR_,C5,3D,2.97
573,2022-05-01,15:14:22,Disp,Door,51TR_,C5,3D,2.97
584,2022-05-01,15:00:12,Disp,Door,19TR_,C5,1G,3.36
585,2022-05-01,14:59:55,App,Door,19TR_,C5,1G,3.36
590,2022-05-01,14:57:29,Disp,Door,29TR_,C2,3D,3.21
591,2022-05-01,14:57:09,App,Door,29TR_,C2,3D,3.21
594,2022-05-01,14:54:10,Disp,Door,8TR_,C5,3G,2.92
595,2022-05-01,14:54:09,App,Door,8TR_,C5,3G,2.92
606,2022-05-01,14:38:32,App,Door,118TR_,C5,2D,2.89
607,2022-05-01,14:38:32,Disp,Door,118TR_,C5,2D,2.89
610,2022-05-01,14:37:28,Disp,Door,80TR_,C1,1G,3.03
611,2022-05-01,14:37:00,App,Door,80TR_,C1,1G,3.03
612,2022-05-01,14:36:52,App,Door,89TR_,C2,1G,2.95
613,2022-05-01,14:36:52,App,Door,89TR_,C2,2G,2.95
614,2022-05-01,14:36:52,Disp,Door,89TR_,C2,1G,2.95
615,2022-05-01,14:36:52,Disp,Door,89TR_,C2,2G,2.95
616,2022-05-01,14:36:00,Disp,Door,118TR_,C2,1D,2.8
617,2022-05-01,14:35:56,App,Door,118TR_,C2,1D,2.8
618,2022-05-01,14:35:37,Disp,Pressure,111TR_,T,-,-
619,2022-05-01,14:35:36,App,Pressure,111TR_,T,-,-
620,2022-05-01,14:34:41,Disp,Door,77TR_,C3,1G,3.09
621,2022-05-01,14:34:32,App,Door,77TR_,C3,1G,3.09
622,2022-05-01,14:33:52,Disp,Door,80TR_,C3,3D,3.05
623,2022-05-01,14:33:52,Disp,Door,80TR_,C2,1G,3.05
624,2022-05-01,14:33:52,App,Door,100TR_,C5,3D,3.2
625,2022-05-01,14:33:52,Disp,Door,100TR_,C5,3D,3.2
626,2022-05-01,14:33:51,App,Door,80TR_,C3,3D,3.05
627,2022-05-01,14:33:51,App,Door,80TR_,C2,1G,3.05
628,2022-05-01,14:33:16,Disp,Door,40TR_,C2,1D,3.06
629,2022-05-01,14:33:12,Disp,Door,40TR_,C2,2D,3.06
630,2022-05-01,14:33:07,App,Door,40TR_,C2,1D,3.06
631,2022-05-01,14:33:07,App,Door,40TR_,C2,2D,3.06
636,2022-05-01,14:30:39,Disp,Door,77TR_,C1,3D,2.95
637,2022-05-01,14:30:37,App,Door,77TR_,C1,3D,2.95
644,2022-05-01,14:26:18,App,Pressure,65TR_,T,-,-
645,2022-05-01,14:26:18,Disp,Pressure,65TR_,T,-,-
648,2022-05-01,14:24:06,App,Door,80TR_,C2,3G,2.84
649,2022-05-01,14:24:06,Disp,Door,80TR_,C2,3G,2.84
656,2022-05-01,14:18:20,App,Pressure,51TR_,T,-,-
657,2022-05-01,14:18:20,Disp,Pressure,51TR_,T,-,-
658,2022-05-01,14:17:08,App,Pressure,93TR_,T,-,-
659,2022-05-01,14:17:08,Disp,Pressure,93TR_,T,-,-
662,2022-05-01,14:14:40,Disp,Door,47TR_,C3,2G,3.33
663,2022-05-01,14:14:31,App,Door,47TR_,C3,2G,3.33
664,2022-05-01,14:12:36,Disp,Door,65TR_,C1,1G,2.98
665,2022-05-01,14:12:32,App,Door,65TR_,C1,1G,2.98
666,2022-05-01,14:11:52,App,Pressure,65TR_,T,-,-
667,2022-05-01,14:11:52,Disp,Pressure,65TR_,T,-,-
672,2022-05-01,14:06:32,App,Pressure,93TR_,T,-,-
673,2022-05-01,14:06:32,Disp,Pressure,93TR_,T,-,-
680,2022-05-01,13:59:49,Disp,Door,64TR_,C4,1D,3.12
681,2022-05-01,13:59:35,Disp,Door,85TR_,C5,3D,3.11
682,2022-05-01,13:59:34,App,Door,85TR_,C5,3D,3.11
683,2022-05-01,13:59:33,App,Door,64TR_,C4,1D,3.1
686,2022-05-01,13:57:59,Disp,Door,4TR_,C2,1G,3.11
687,2022-05-01,13:57:51,App,Door,4TR_,C2,1G,3.12
692,2022-05-01,13:52:35,App,Pressure,65TR_,T,-,-
693,2022-05-01,13:52:35,Disp,Pressure,65TR_,T,-,-
698,2022-05-01,13:43:24,App,Door,92TR_,C1,1G,3.03
699,2022-05-01,13:43:24,Disp,Door,92TR_,C1,1G,3.03
704,2022-05-01,13:36:06,App,Pressure,93TR_,T,-,-
705,2022-05-01,13:36:06,Disp,Pressure,93TR_,T,-,-
706,2022-05-01,13:33:13,Disp,Door,23TR_,C1,2D,2.97
707,2022-05-01,13:33:12,App,Door,23TR_,C1,2D,2.97
709,2022-05-01,13:32:49,App,Pressure,93TR_,T,-,-
710,2022-05-01,13:32:49,Disp,Pressure,93TR_,T,-,-
716,2022-05-01,13:29:42,Disp,Door,50TR_,C2,3G,2.83
717,2022-05-01,13:29:41,App,Door,50TR_,C2,3G,2.83
720,2022-05-01,13:26:21,Disp,Door,70TR_,C4,3G,2.81
721,2022-05-01,13:26:01,App,Door,70TR_,C4,3G,2.81
722,2022-05-01,13:19:01,App,Door,101TR_,C4,2D,3
723,2022-05-01,13:19:01,Disp,Door,101TR_,C4,2D,3
724,2022-05-01,13:16:25,App,Door,84TR_,C4,2G,2.77
725,2022-05-01,13:16:25,Disp,Door,84TR_,C4,2G,2.77
726,2022-05-01,13:16:17,App,Pressure,14TR_,T,-,-
727,2022-05-01,13:16:17,Disp,Pressure,14TR_,T,-,-
730,2022-05-01,13:14:12,App,Door,95TR_,C2,3D,2.89
731,2022-05-01,13:14:12,App,Door,95TR_,C5,3D,2.89
732,2022-05-01,13:14:12,Disp,Door,95TR_,C2,3D,2.89
733,2022-05-01,13:14:12,Disp,Door,95TR_,C5,3D,2.89
738,2022-05-01,13:09:14,App,Door,59TR_,C3,2G,3.02
739,2022-05-01,13:09:14,Disp,Door,59TR_,C3,2G,3.02
740,2022-05-01,13:08:47,App,Pressure,24TR_,T,-,-
741,2022-05-01,13:08:47,Disp,Pressure,24TR_,T,-,-
742,2022-05-01,13:02:27,Disp,Door,22TR_,C3,3D,2.86
743,2022-05-01,13:02:18,App,Door,22TR_,C3,3D,2.86
750,2022-05-01,12:55:20,Disp,Door,86TR_,C4,1D,2.95
751,2022-05-01,12:55:04,App,Door,86TR_,C4,1D,2.95
752,2022-05-01,12:53:36,App,Pressure,24TR_,T,-,-
753,2022-05-01,12:53:36,Disp,Pressure,24TR_,T,-,-
754,2022-05-01,12:50:43,App,Pressure,24TR_,T,-,-
755,2022-05-01,12:50:43,Disp,Pressure,24TR_,T,-,-
756,2022-05-01,12:49:05,App,Pressure,14TR_,T,-,-
757,2022-05-01,12:49:05,Disp,Pressure,14TR_,T,-,-
760,2022-05-01,12:46:43,App,Pressure,14TR_,T,-,-
761,2022-05-01,12:46:43,Disp,Pressure,14TR_,T,-,-
762,2022-05-01,12:46:03,App,Pressure,24TR_,T,-,-
763,2022-05-01,12:46:03,Disp,Pressure,24TR_,T,-,-
764,2022-05-01,12:42:01,Disp,Door,17TR_,C3,1G,3
765,2022-05-01,12:41:55,App,Door,17TR_,C3,1G,2.99
766,2022-05-01,12:40:59,Disp,Pressure,24TR_,T,-,-
