,Date,Hour,State,code,Train,CarNumber,Equipement,Pressure
39,2022-04-01,23:16:49,Disp,Door,88TR_,C2,3D,2.97
40,2022-04-01,23:11:29,Disp,Door,50TR_,C1,1D,3.21
41,2022-04-01,23:11:28,App,Door,50TR_,C1,1D,3.21
45,2022-04-01,23:03:29,Disp,Door,77TR_,C4,1D,2.92
47,2022-04-01,23:03:28,App,Door,77TR_,C4,1D,2.92
50,2022-04-01,22:57:27,App,DoorGeneral,103TR_,T,-,2.88
51,2022-04-01,22:57:27,App,Door,103TR_,C3,2D,2.88
52,2022-04-01,22:57:27,App,Door,103TR_,C2,1G,2.88
53,2022-04-01,22:57:27,App,Door,103TR_,C1,2D,2.88
54,2022-04-01,22:57:27,App,Door,103TR_,C1,3D,2.88
55,2022-04-01,22:57:27,Disp,DoorGeneral,103TR_,T,-,2.88
56,2022-04-01,22:57:27,Disp,Door,103TR_,C3,2D,2.88
57,2022-04-01,22:57:27,Disp,Door,103TR_,C2,1G,2.88
58,2022-04-01,22:57:27,Disp,Door,103TR_,C1,2D,2.88
59,2022-04-01,22:57:27,Disp,Door,103TR_,C1,3D,2.88
60,2022-04-01,22:53:24,App,Door,103TR_,C5,1D,3.03
61,2022-04-01,22:53:24,Disp,Door,103TR_,C5,1D,3.03
64,2022-04-01,22:49:29,Disp,Door,50TR_,C5,2G,3.44
65,2022-04-01,22:49:18,App,Door,50TR_,C5,2G,3.45
68,2022-04-01,22:48:07,Disp,Door,114TR_,C3,3G,2.92
69,2022-04-01,22:48:06,App,Door,114TR_,C3,3G,2.92
70,2022-04-01,22:47:53,Disp,Door,78TR_,C5,3G,3.02
71,2022-04-01,22:47:52,App,Door,78TR_,C5,3G,3.02
74,2022-04-01,22:46:07,Disp,Door,66TR_,C5,1G,2.75
75,2022-04-01,22:45:59,App,Door,66TR_,C5,1G,2.75
76,2022-04-01,22:40:26,Disp,Door,88TR_,C2,1G,2.99
77,2022-04-01,22:40:26,Disp,Door,88TR_,C1,3D,2.99
78,2022-04-01,22:40:25,App,Door,88TR_,C2,1G,2.99
79,2022-04-01,22:40:25,App,Door,88TR_,C1,3D,2.99
80,2022-04-01,22:38:46,Disp,Door,125TR_,C5,3D,2.92
81,2022-04-01,22:38:45,App,Door,125TR_,C5,3D,2.92
82,2022-04-01,22:36:07,App,Door,88TR_,C3,1G,3.09
83,2022-04-01,22:36:07,Disp,Door,88TR_,C3,1G,3.09
84,2022-04-01,22:32:31,Disp,Door,112TR_,C5,3D,3.03
85,2022-04-01,22:32:30,App,DoorGeneral,112TR_,T,-,3.03
86,2022-04-01,22:32:30,App,Door,112TR_,C2,1D,3.03
87,2022-04-01,22:32:30,App,Door,112TR_,C2,2D,3.03
88,2022-04-01,22:32:30,App,Door,112TR_,C2,3D,3.03
89,2022-04-01,22:32:30,App,Door,112TR_,C4,2D,3.03
90,2022-04-01,22:32:30,App,Door,112TR_,C4,3D,3.03
91,2022-04-01,22:32:30,App,Door,112TR_,C5,1D,3.03
92,2022-04-01,22:32:30,App,Door,112TR_,C5,2D,3.03
93,2022-04-01,22:32:30,App,Door,112TR_,C5,3D,3.03
94,2022-04-01,22:32:30,Disp,DoorGeneral,112TR_,T,-,3.03
95,2022-04-01,22:32:30,Disp,Door,112TR_,C2,1D,3.03
96,2022-04-01,22:32:30,Disp,Door,112TR_,C2,2D,3.03
97,2022-04-01,22:32:30,Disp,Door,112TR_,C2,3D,3.03
98,2022-04-01,22:32:30,Disp,Door,112TR_,C4,2D,3.03
99,2022-04-01,22:32:30,Disp,Door,112TR_,C4,3D,3.03
100,2022-04-01,22:32:30,Disp,Door,112TR_,C5,1D,3.03
101,2022-04-01,22:32:30,Disp,Door,112TR_,C5,2D,3.03
102,2022-04-01,22:29:14,App,Door,77TR_,C2,1G,2.94
103,2022-04-01,22:29:14,App,Door,77TR_,C1,3D,2.94
104,2022-04-01,22:29:14,Disp,Door,77TR_,C2,1G,2.94
105,2022-04-01,22:29:14,Disp,Door,77TR_,C1,3D,2.94
108,2022-04-01,22:28:02,Disp,Door,31TR_,C1,2G,3.73
109,2022-04-01,22:27:48,App,Door,31TR_,C1,2G,3.72
110,2022-04-01,22:25:28,App,Door,4TR_,C5,3D,3.74
111,2022-04-01,22:25:28,Disp,Door,4TR_,C5,3D,3.74
114,2022-04-01,22:18:08,Disp,Door,83TR_,C4,1G,2.8
115,2022-04-01,22:18:07,App,Door,83TR_,C4,1G,2.8
116,2022-04-01,22:16:40,Disp,Door,47TR_,C5,1D,4.11
117,2022-04-01,22:16:39,App,Door,47TR_,C5,1D,4.11
118,2022-04-01,22:15:04,App,Door,96TR_,C1,3D,2.88
119,2022-04-01,22:15:04,Disp,Door,96TR_,C1,3D,2.88
124,2022-04-01,22:07:53,Disp,Door,77TR_,C5,1G,3.32
125,2022-04-01,22:07:36,App,Door,77TR_,C5,1G,3.32
126,2022-04-01,22:05:09,Disp,Door,91TR_,C1,3G,3.05
127,2022-04-01,22:05:08,App,Door,91TR_,C1,3G,3.05
128,2022-04-01,22:03:28,Disp,Door,4TR_,C3,3D,3.32
129,2022-04-01,22:03:27,Disp,Door,4TR_,C2,3G,3.32
130,2022-04-01,22:03:26,Disp,DoorGeneral,4TR_,T,-,3.32
131,2022-04-01,22:03:26,Disp,Door,4TR_,C1,1D,3.32
132,2022-04-01,22:03:25,App,DoorGeneral,4TR_,T,-,3.32
133,2022-04-01,22:03:25,App,Door,4TR_,C3,3D,3.32
134,2022-04-01,22:03:25,App,Door,4TR_,C2,3G,3.32
135,2022-04-01,22:03:25,App,Door,4TR_,C1,1D,3.32
142,2022-04-01,22:00:30,Disp,Door,47TR_,C5,3G,3.98
143,2022-04-01,22:00:18,App,Door,47TR_,C5,3G,3.98
144,2022-04-01,21:57:10,Disp,Door,112TR_,C1,3D,2.96
145,2022-04-01,21:57:09,App,Door,112TR_,C1,2D,2.96
146,2022-04-01,21:57:09,App,Door,112TR_,C1,3D,2.96
147,2022-04-01,21:57:09,Disp,Door,112TR_,C1,2D,2.96
148,2022-04-01,21:53:29,Disp,Door,125TR_,C4,2D,2.97
149,2022-04-01,21:53:28,App,Door,125TR_,C4,2D,2.97
150,2022-04-01,21:52:46,App,Pressure,36TR_,T,-,-
151,2022-04-01,21:52:46,Disp,Pressure,36TR_,T,-,-
152,2022-04-01,21:50:46,Disp,Door,138TR_,C1,1D,3.26
153,2022-04-01,21:50:40,App,Door,138TR_,C1,1D,3.26
155,2022-04-01,21:49:59,Disp,Door,29TR_,C3,2D,3.3
156,2022-04-01,21:49:58,App,Door,29TR_,C3,2D,3.3
158,2022-04-01,21:49:58,Disp,Door,91TR_,C3,3G,3.06
163,2022-04-01,21:49:46,App,Door,91TR_,C3,3G,3.08
164,2022-04-01,21:49:00,Disp,Door,125TR_,C2,3D,2.92
165,2022-04-01,21:48:59,App,Door,125TR_,C2,3D,2.92
166,2022-04-01,21:48:15,App,Door,31TR_,C3,1D,2.88
167,2022-04-01,21:48:15,Disp,Door,31TR_,C3,1D,2.88
170,2022-04-01,21:35:22,App,Door,123TR_,C4,1D,3.03
171,2022-04-01,21:35:22,Disp,Door,123TR_,C4,1D,3.03
172,2022-04-01,21:35:08,App,Door,89TR_,C2,2G,2.71
173,2022-04-01,21:35:08,Disp,Door,89TR_,C2,2G,2.71
178,2022-04-01,21:33:14,Disp,Door,123TR_,C3,3D,3
179,2022-04-01,21:33:02,App,Door,36TR_,C2,3G,3.02
180,2022-04-01,21:33:02,Disp,Door,36TR_,C2,3G,3.02
181,2022-04-01,21:33:02,App,Door,123TR_,C3,3D,3
187,2022-04-01,21:28:25,Disp,Door,83TR_,C4,1D,3.15
190,2022-04-01,21:28:22,Disp,Door,83TR_,C3,2G,3.15
194,2022-04-01,21:28:11,App,Door,83TR_,C3,2G,3.17
195,2022-04-01,21:28:11,App,Door,83TR_,C4,1D,3.17
196,2022-04-01,21:27:49,App,Door,6TR_,C5,1D,2.85
197,2022-04-01,21:27:49,Disp,Door,6TR_,C5,1D,2.85
198,2022-04-01,21:27:19,Disp,Pressure,6TR_,T,-,-
199,2022-04-01,21:27:18,App,Pressure,6TR_,T,-,-
200,2022-04-01,21:21:45,Disp,DoorGeneral,91TR_,T,-,2.95
201,2022-04-01,21:21:45,Disp,Door,91TR_,C3,3D,2.95
202,2022-04-01,21:21:45,Disp,Door,91TR_,C2,2G,2.95
203,2022-04-01,21:21:45,Disp,Door,91TR_,C2,3G,2.95
204,2022-04-01,21:21:45,Disp,Door,91TR_,C4,2G,2.95
205,2022-04-01,21:21:45,Disp,Door,91TR_,C5,3G,2.95
206,2022-04-01,21:21:44,App,DoorGeneral,91TR_,T,-,2.95
207,2022-04-01,21:21:44,App,Door,91TR_,C3,3D,2.95
208,2022-04-01,21:21:44,App,Door,91TR_,C2,2G,2.95
209,2022-04-01,21:21:44,App,Door,91TR_,C2,3G,2.95
210,2022-04-01,21:21:44,App,Door,91TR_,C4,2G,2.95
211,2022-04-01,21:21:44,App,Door,91TR_,C5,3G,2.95
214,2022-04-01,21:18:46,App,Pressure,6TR_,T,-,-
215,2022-04-01,21:18:46,Disp,Pressure,6TR_,T,-,-
216,2022-04-01,21:17:29,Disp,Door,91TR_,C1,3G,2.97
217,2022-04-01,21:17:28,App,DoorGeneral,91TR_,T,-,2.97
218,2022-04-01,21:17:28,App,Door,91TR_,C3,2G,2.97
219,2022-04-01,21:17:28,App,Door,91TR_,C3,3G,2.97
220,2022-04-01,21:17:28,App,Door,91TR_,C4,1D,2.97
221,2022-04-01,21:17:28,App,Door,91TR_,C1,2G,2.97
222,2022-04-01,21:17:28,App,Door,91TR_,C1,3G,2.97
223,2022-04-01,21:17:28,Disp,DoorGeneral,91TR_,T,-,2.97
224,2022-04-01,21:17:28,Disp,Door,91TR_,C3,2G,2.97
225,2022-04-01,21:17:28,Disp,Door,91TR_,C3,3G,2.97
226,2022-04-01,21:17:28,Disp,Door,91TR_,C4,1D,2.97
227,2022-04-01,21:17:28,Disp,Door,91TR_,C1,2G,2.97
230,2022-04-01,21:16:13,Disp,Door,43TR_,C5,3D,3.3
231,2022-04-01,21:16:00,App,Door,43TR_,C5,3D,3.3
236,2022-04-01,21:08:51,Disp,Door,20TR_,C3,3D,2.88
237,2022-04-01,21:08:50,App,Door,20TR_,C3,3D,2.88
238,2022-04-01,21:08:25,App,Door,43TR_,C1,1G,3.17
239,2022-04-01,21:08:25,Disp,Door,43TR_,C1,1G,3.17
240,2022-04-01,21:06:31,App,Door,21TR_,C3,2D,3.11
241,2022-04-01,21:06:31,Disp,Door,21TR_,C3,2D,3.1
250,2022-04-01,20:58:38,Disp,Door,136TR_,C4,3G,2.89
251,2022-04-01,20:58:34,App,Door,93TR_,C3,3D,2.99
252,2022-04-01,20:58:34,Disp,Door,93TR_,C3,3D,2.99
253,2022-04-01,20:58:33,App,Door,136TR_,C4,3G,2.89
254,2022-04-01,20:56:48,Disp,Door,6TR_,C1,3G,2.93
255,2022-04-01,20:56:46,App,Door,6TR_,C1,3G,2.93
260,2022-04-01,20:53:56,App,Door,88TR_,C1,3D,3.35
261,2022-04-01,20:53:56,Disp,Door,88TR_,C1,3D,3.35
268,2022-04-01,20:47:40,App,Pressure,85TR_,T,-,-
269,2022-04-01,20:47:40,Disp,Pressure,85TR_,T,-,-
271,2022-04-01,20:46:56,Disp,Door,72TR_,C2,2D,2.89
273,2022-04-01,20:46:55,App,Door,72TR_,C2,2D,2.89
274,2022-04-01,20:45:03,Disp,Door,5TR_,C4,1G,2.98
275,2022-04-01,20:45:02,App,DoorGeneral,5TR_,T,-,2.98
276,2022-04-01,20:45:02,App,Door,5TR_,C2,1G,2.98
277,2022-04-01,20:45:02,App,Door,5TR_,C4,1G,2.98
278,2022-04-01,20:45:02,App,Door,5TR_,C4,3G,2.98
279,2022-04-01,20:45:02,Disp,DoorGeneral,5TR_,T,-,2.98
280,2022-04-01,20:45:02,Disp,Door,5TR_,C2,1G,2.98
281,2022-04-01,20:45:02,Disp,Door,5TR_,C4,3G,2.98
284,2022-04-01,20:42:59,Disp,Door,17TR_,C4,2D,3.09
285,2022-04-01,20:42:56,App,Door,17TR_,C4,2D,3.09
286,2022-04-01,20:40:05,App,Door,112TR_,C5,1D,3.04
287,2022-04-01,20:40:05,Disp,Door,112TR_,C5,1D,3.04
290,2022-04-01,20:36:17,App,Pressure,36TR_,T,-,-
291,2022-04-01,20:36:17,Disp,Pressure,36TR_,T,-,-
292,2022-04-01,20:35:19,App,Pressure,39TR_,T,-,-
293,2022-04-01,20:35:19,Disp,Pressure,39TR_,T,-,-
294,2022-04-01,20:34:32,Disp,Pressure,85TR_,T,-,-
295,2022-04-01,20:34:31,App,Pressure,85TR_,T,-,-
300,2022-04-01,20:34:00,Disp,Door,91TR_,C3,3D,2.95
301,2022-04-01,20:33:58,App,Door,91TR_,C3,3D,2.95
302,2022-04-01,20:33:58,App,Door,91TR_,C2,3G,2.95
303,2022-04-01,20:33:58,Disp,Door,91TR_,C2,3G,2.95
304,2022-04-01,20:33:53,App,Pressure,36TR_,T,-,-
305,2022-04-01,20:33:53,Disp,Pressure,36TR_,T,-,-
306,2022-04-01,20:31:39,App,Pressure,85TR_,T,-,-
307,2022-04-01,20:31:39,Disp,Pressure,85TR_,T,-,-
308,2022-04-01,20:31:00,App,Pressure,36TR_,T,-,-
309,2022-04-01,20:31:00,Disp,Pressure,36TR_,T,-,-
310,2022-04-01,20:29:50,App,Pressure,39TR_,T,-,-
311,2022-04-01,20:29:50,Disp,Pressure,39TR_,T,-,-
312,2022-04-01,20:29:48,App,Door,91TR_,C3,2G,3
313,2022-04-01,20:29:48,App,Door,91TR_,C3,3G,3
314,2022-04-01,20:29:48,Disp,Door,91TR_,C3,2G,3
315,2022-04-01,20:29:48,Disp,Door,91TR_,C3,3G,3
316,2022-04-01,20:28:25,App,Pressure,36TR_,T,-,-
317,2022-04-01,20:28:25,Disp,Pressure,36TR_,T,-,-
318,2022-04-01,20:28:14,Disp,Door,20TR_,C3,3D,3.12
319,2022-04-01,20:28:13,App,Door,20TR_,C3,3D,3.12
320,2022-04-01,20:28:13,App,Door,20TR_,C2,1G,3.12
321,2022-04-01,20:28:13,Disp,Door,20TR_,C2,1G,3.12
322,2022-04-01,20:26:37,Disp,Door,67TR_,C3,1D,3.12
323,2022-04-01,20:26:36,App,Door,67TR_,C3,1D,3.12
326,2022-04-01,20:23:36,App,Pressure,36TR_,T,-,-
327,2022-04-01,20:23:36,Disp,Pressure,36TR_,T,-,-
328,2022-04-01,20:21:08,App,Pressure,36TR_,T,-,-
329,2022-04-01,20:21:08,Disp,Pressure,36TR_,T,-,-
330,2022-04-01,20:20:40,App,Door,80TR_,C3,2G,2.95
331,2022-04-01,20:20:40,App,Door,80TR_,C1,2G,2.95
332,2022-04-01,20:20:40,Disp,Door,80TR_,C3,2G,2.95
333,2022-04-01,20:20:40,Disp,Door,80TR_,C1,2G,2.95
334,2022-04-01,20:19:36,App,Door,21TR_,C5,3G,3.1
335,2022-04-01,20:19:36,Disp,Door,21TR_,C5,3G,3.1
336,2022-04-01,20:18:22,App,Pressure,36TR_,T,-,-
337,2022-04-01,20:18:22,Disp,Pressure,36TR_,T,-,-
338,2022-04-01,20:15:30,App,Door,56TR_,C5,1G,2.82
339,2022-04-01,20:15:30,Disp,Door,56TR_,C5,1G,2.82
340,2022-04-01,20:14:36,Disp,Door,39TR_,C1,1D,3.19
341,2022-04-01,20:14:36,Disp,Door,39TR_,C1,2D,3.19
342,2022-04-01,20:14:35,Disp,DoorGeneral,39TR_,T,-,3.19
343,2022-04-01,20:14:35,Disp,Door,39TR_,C5,2G,3.19
344,2022-04-01,20:14:34,App,DoorGeneral,39TR_,T,-,3.19
345,2022-04-01,20:14:34,App,Door,39TR_,C5,2G,3.19
346,2022-04-01,20:14:34,App,Door,39TR_,C1,1D,3.19
347,2022-04-01,20:14:34,App,Door,39TR_,C1,2D,3.19
348,2022-04-01,20:14:06,App,Pressure,39TR_,T,-,-
349,2022-04-01,20:14:06,Disp,Pressure,39TR_,T,-,-
354,2022-04-01,20:12:14,Disp,Door,109TR_,C2,3G,3.03
355,2022-04-01,20:11:50,App,Door,109TR_,C2,3G,3.04
356,2022-04-01,20:10:44,App,Pressure,39TR_,T,-,-
357,2022-04-01,20:10:44,Disp,Pressure,39TR_,T,-,-
358,2022-04-01,20:08:41,App,Door,112TR_,C1,2D,2.98
359,2022-04-01,20:08:41,Disp,Door,112TR_,C1,2D,2.98
360,2022-04-01,20:07:49,App,Door,72TR_,C5,2G,2.85
361,2022-04-01,20:07:49,Disp,Door,72TR_,C5,2G,2.85
364,2022-04-01,20:06:28,Disp,DoorGeneral,112TR_,T,-,3.08
365,2022-04-01,20:06:28,Disp,Door,112TR_,C2,1D,3.08
366,2022-04-01,20:06:28,Disp,Door,112TR_,C2,2D,3.08
367,2022-04-01,20:06:28,Disp,Door,112TR_,C4,3D,3.08
368,2022-04-01,20:06:27,App,DoorGeneral,112TR_,T,-,3.08
369,2022-04-01,20:06:27,App,Door,112TR_,C2,1D,3.08
370,2022-04-01,20:06:27,App,Door,112TR_,C2,2D,3.08
371,2022-04-01,20:06:27,App,Door,112TR_,C4,3D,3.08
372,2022-04-01,20:06:20,Disp,Door,68TR_,C1,3D,3.13
373,2022-04-01,20:06:19,App,Door,68TR_,C1,3D,3.13
376,2022-04-01,20:04:35,Disp,Door,96TR_,C1,2G,3.08
377,2022-04-01,20:04:34,App,Door,96TR_,C1,2G,3.08
378,2022-04-01,20:03:30,App,Door,72TR_,C2,2D,2.95
379,2022-04-01,20:03:30,Disp,Door,72TR_,C2,2D,2.95
380,2022-04-01,20:03:10,Disp,Door,1TR_,C5,1D,2.94
381,2022-04-01,20:03:09,App,Door,124TR_,C2,2D,2.88
382,2022-04-01,20:03:09,Disp,Door,124TR_,C2,2D,2.88
383,2022-04-01,20:03:08,App,Door,1TR_,C5,1D,2.94
384,2022-04-01,19:55:59,App,Pressure,71TR_,T,-,-
385,2022-04-01,19:55:59,Disp,Pressure,71TR_,T,-,-
386,2022-04-01,19:55:54,Disp,Pressure,88TR_,T,-,-
387,2022-04-01,19:55:47,App,Pressure,88TR_,T,-,-
388,2022-04-01,19:55:26,App,Door,88TR_,C2,3D,3.01
389,2022-04-01,19:55:26,Disp,Door,88TR_,C2,3D,3.01
390,2022-04-01,19:51:03,App,Pressure,85TR_,T,-,-
391,2022-04-01,19:51:03,Disp,Pressure,85TR_,T,-,-
392,2022-04-01,19:49:48,Disp,Door,123TR_,C2,3G,3.09
393,2022-04-01,19:49:47,Disp,Door,123TR_,C5,3G,3.09
394,2022-04-01,19:49:46,App,DoorGeneral,123TR_,T,-,3.09
395,2022-04-01,19:49:46,App,Door,123TR_,C2,3G,3.09
396,2022-04-01,19:49:46,App,Door,123TR_,C4,1G,3.09
397,2022-04-01,19:49:46,App,Door,123TR_,C4,2G,3.09
398,2022-04-01,19:49:46,App,Door,123TR_,C4,3G,3.09
399,2022-04-01,19:49:46,App,Door,123TR_,C5,3G,3.09
400,2022-04-01,19:49:46,Disp,DoorGeneral,123TR_,T,-,3.09
401,2022-04-01,19:49:46,Disp,Door,123TR_,C4,1G,3.09
402,2022-04-01,19:49:46,Disp,Door,123TR_,C4,2G,3.09
403,2022-04-01,19:49:46,Disp,Door,123TR_,C4,3G,3.09
404,2022-04-01,19:49:15,App,Door,27TR_,C1,1D,2.87
405,2022-04-01,19:49:15,Disp,Door,27TR_,C1,1D,2.87
406,2022-04-01,19:48:54,App,Door,114TR_,C3,3G,2.97
407,2022-04-01,19:48:54,Disp,Door,114TR_,C3,3G,2.97
408,2022-04-01,19:45:30,Disp,Door,66TR_,C2,1G,2.7
409,2022-04-01,19:45:29,App,Door,66TR_,C2,1G,2.7
410,2022-04-01,19:45:11,Disp,Door,1TR_,C3,1D,3.12
411,2022-04-01,19:45:08,App,Door,1TR_,C3,1D,3.12
412,2022-04-01,19:44:31,Disp,Door,63TR_,C1,3D,3.31
413,2022-04-01,19:44:30,Disp,Door,134TR_,C3,2D,2.95
414,2022-04-01,19:44:30,Disp,Door,134TR_,C2,3G,2.95
415,2022-04-01,19:44:29,App,Door,134TR_,C3,2D,2.95
416,2022-04-01,19:44:29,App,Door,134TR_,C2,3G,2.95
417,2022-04-01,19:44:26,App,Door,63TR_,C1,3D,3.32
418,2022-04-01,19:43:12,Disp,Door,103TR_,C1,3D,2.95
419,2022-04-01,19:43:11,Disp,Door,77TR_,C4,2G,2.88
420,2022-04-01,19:43:09,App,Door,77TR_,C2,1G,2.88
421,2022-04-01,19:43:09,App,Door,77TR_,C4,2G,2.88
422,2022-04-01,19:43:09,Disp,Door,77TR_,C2,1G,2.88
423,2022-04-01,19:43:09,App,Door,103TR_,C1,2D,2.95
424,2022-04-01,19:43:09,App,Door,103TR_,C1,3D,2.95
425,2022-04-01,19:43:09,Disp,Door,103TR_,C1,2D,2.95
428,2022-04-01,19:42:23,Disp,Door,6TR_,C1,2G,3.07
429,2022-04-01,19:42:10,App,Door,6TR_,C1,2G,3.08
436,2022-04-01,19:38:13,Disp,Door,21TR_,C5,3G,2.88
437,2022-04-01,19:38:12,App,Door,21TR_,C5,3G,2.88
440,2022-04-01,19:34:11,Disp,Door,6TR_,C1,2G,2.86
441,2022-04-01,19:34:05,App,Door,6TR_,C1,2G,2.86
444,2022-04-01,19:32:04,Disp,Door,20TR_,C3,1G,2.85
445,2022-04-01,19:32:03,App,Door,20TR_,C3,1G,2.86
448,2022-04-01,19:31:01,App,Door,139TR_,C3,2G,3.05
449,2022-04-01,19:31:01,Disp,Door,139TR_,C3,2G,3.05
450,2022-04-01,19:28:20,App,Pressure,24TR_,T,-,-
451,2022-04-01,19:28:20,Disp,Pressure,24TR_,T,-,-
452,2022-04-01,19:27:28,Disp,Door,126TR_,C5,2D,3.28
453,2022-04-01,19:27:27,App,Door,126TR_,C5,2D,3.28
456,2022-04-01,19:26:19,App,Pressure,25TR_,T,-,-
457,2022-04-01,19:26:19,Disp,Pressure,25TR_,T,-,-
464,2022-04-01,19:21:44,Disp,Door,3TR_,C5,1D,3.03
469,2022-04-01,19:21:32,App,Door,3TR_,C5,1D,3.03
470,2022-04-01,19:21:26,App,Pressure,1TR_,T,-,-
471,2022-04-01,19:21:26,Disp,Pressure,1TR_,T,-,-
472,2022-04-01,19:20:15,App,Door,78TR_,C5,3G,3.12
473,2022-04-01,19:20:15,Disp,Door,78TR_,C5,3G,3.12
474,2022-04-01,19:20:15,App,Door,112TR_,C4,3D,3.12
475,2022-04-01,19:20:15,Disp,Door,112TR_,C4,3D,3.12
477,2022-04-01,19:18:54,Disp,Door,68TR_,C5,1G,2.98
479,2022-04-01,19:18:53,App,Door,68TR_,C5,1G,2.98
480,2022-04-01,19:18:28,Disp,Door,125TR_,C5,2D,2.94
481,2022-04-01,19:18:27,App,Door,125TR_,C4,1D,2.94
482,2022-04-01,19:18:27,App,Door,125TR_,C5,2D,2.94
483,2022-04-01,19:18:27,Disp,Door,125TR_,C4,1D,2.94
486,2022-04-01,19:17:10,App,Door,81TR_,C2,1G,2.93
487,2022-04-01,19:17:10,App,Door,81TR_,C2,3G,2.93
488,2022-04-01,19:17:10,Disp,Door,81TR_,C2,1G,2.93
489,2022-04-01,19:17:10,Disp,Door,81TR_,C2,3G,2.93
490,2022-04-01,19:16:34,App,Door,94TR_,C4,1D,2.97
491,2022-04-01,19:16:34,App,Door,94TR_,C5,3D,2.97
492,2022-04-01,19:16:34,Disp,Door,94TR_,C4,1D,2.97
493,2022-04-01,19:16:34,Disp,Door,94TR_,C5,3D,2.97
494,2022-04-01,19:16:34,App,Door,133TR_,C1,2G,3.1
495,2022-04-01,19:16:34,Disp,Door,133TR_,C1,2G,3.1
496,2022-04-01,19:16:32,Disp,Door,68TR_,C3,1G,2.97
497,2022-04-01,19:16:27,App,Door,42TR_,C5,2G,3.07
498,2022-04-01,19:16:27,Disp,Door,42TR_,C5,2G,3.07
499,2022-04-01,19:16:26,App,Door,68TR_,C3,1G,2.97
500,2022-04-01,19:16:26,App,Door,68TR_,C2,2D,2.97
501,2022-04-01,19:16:26,Disp,Door,68TR_,C2,2D,2.97
502,2022-04-01,19:16:23,App,Pressure,1TR_,T,-,-
503,2022-04-01,19:16:23,Disp,Pressure,1TR_,T,-,-
504,2022-04-01,19:16:19,App,Pressure,24TR_,T,-,-
505,2022-04-01,19:16:19,Disp,Pressure,24TR_,T,-,-
508,2022-04-01,19:13:34,App,Pressure,17TR_,T,-,-
509,2022-04-01,19:13:34,Disp,Pressure,17TR_,T,-,-
510,2022-04-01,19:13:09,Disp,Pressure,24TR_,T,-,-
511,2022-04-01,19:13:08,App,Pressure,24TR_,T,-,-
512,2022-04-01,19:12:34,App,Door,133TR_,C3,3D,3.14
513,2022-04-01,19:12:34,App,Door,133TR_,C2,3G,3.14
514,2022-04-01,19:12:34,Disp,Door,133TR_,C3,3D,3.14
515,2022-04-01,19:12:34,Disp,Door,133TR_,C2,3G,3.14
516,2022-04-01,19:12:27,App,DoorGeneral,88TR_,T,-,2.93
517,2022-04-01,19:12:27,App,Door,88TR_,C2,2G,2.93
518,2022-04-01,19:12:27,App,Door,88TR_,C4,1G,2.93
519,2022-04-01,19:12:27,App,Door,88TR_,C4,3G,2.93
520,2022-04-01,19:12:27,Disp,DoorGeneral,88TR_,T,-,2.93
521,2022-04-01,19:12:27,Disp,Door,88TR_,C2,2G,2.92
522,2022-04-01,19:12:27,Disp,Door,88TR_,C4,1G,2.92
523,2022-04-01,19:12:27,Disp,Door,88TR_,C4,3G,2.93
526,2022-04-01,19:11:17,Disp,Door,84TR_,C4,2G,2.77
