,Date,Hour,State,code,Train,CarNumber,Equipement,Pressure
106,2022-06-01,21:56:37,App,Pressure,40TR_,T,-,-
107,2022-06-01,21:56:37,Disp,Pressure,40TR_,T,-,-
108,2022-06-01,21:54:25,App,Pressure,40TR_,T,-,-
109,2022-06-01,21:54:25,Disp,Pressure,40TR_,T,-,-
110,2022-06-01,21:52:28,App,Pressure,40TR_,T,-,-
111,2022-06-01,21:52:28,Disp,Pressure,40TR_,T,-,-
114,2022-06-01,21:50:15,App,Pressure,40TR_,T,-,-
115,2022-06-01,21:50:15,Disp,Pressure,40TR_,T,-,-
116,2022-06-01,21:49:34,App,Pressure,84TR_,T,-,-
117,2022-06-01,21:49:34,Disp,Pressure,84TR_,T,-,-
122,2022-06-01,21:48:17,App,Pressure,40TR_,T,-,-
123,2022-06-01,21:48:17,Disp,Pressure,40TR_,T,-,-
124,2022-06-01,21:39:01,App,Pressure,40TR_,T,-,-
125,2022-06-01,21:39:01,Disp,Pressure,40TR_,T,-,-
126,2022-06-01,21:37:26,Disp,Door,110TR_,C5,2D,3.04
127,2022-06-01,21:37:25,App,Door,110TR_,C5,2D,3.04
132,2022-06-01,21:33:55,Disp,Door,97TR_,C3,3D,2.9
133,2022-06-01,21:33:31,App,Door,97TR_,C3,3D,2.9
144,2022-06-01,21:16:35,App,Pressure,40TR_,T,-,-
145,2022-06-01,21:16:35,Disp,Pressure,40TR_,T,-,-
146,2022-06-01,21:16:05,App,Pressure,6TR_,T,-,-
147,2022-06-01,21:16:05,Disp,Pressure,6TR_,T,-,-
148,2022-06-01,21:13:46,App,Pressure,40TR_,T,-,-
149,2022-06-01,21:13:46,Disp,Pressure,40TR_,T,-,-
154,2022-06-01,21:11:53,App,Pressure,40TR_,T,-,-
155,2022-06-01,21:11:53,Disp,Pressure,40TR_,T,-,-
156,2022-06-01,21:11:47,App,Pressure,6TR_,T,-,-
157,2022-06-01,21:11:47,Disp,Pressure,6TR_,T,-,-
158,2022-06-01,21:10:49,App,Door,70TR_,C1,3G,2.91
159,2022-06-01,21:10:49,Disp,Door,70TR_,C1,3G,2.91
164,2022-06-01,21:09:46,App,Pressure,40TR_,T,-,-
165,2022-06-01,21:09:46,Disp,Pressure,40TR_,T,-,-
168,2022-06-01,21:09:06,Disp,Door,94TR_,C5,1G,3.29
169,2022-06-01,21:08:49,App,Door,94TR_,C5,1G,3.29
170,2022-06-01,21:06:57,Disp,Door,70TR_,C2,1G,2.83
171,2022-06-01,21:06:56,App,Door,70TR_,C2,1G,2.83
172,2022-06-01,21:01:26,App,Pressure,6TR_,T,-,-
173,2022-06-01,21:01:26,Disp,Pressure,6TR_,T,-,-
176,2022-06-01,20:58:52,App,Pressure,6TR_,T,-,-
177,2022-06-01,20:58:52,Disp,Pressure,6TR_,T,-,-
182,2022-06-01,20:53:03,Disp,Pressure,6TR_,T,-,-
183,2022-06-01,20:53:02,App,Pressure,6TR_,T,-,-
188,2022-06-01,20:41:00,App,Pressure,6TR_,T,-,-
189,2022-06-01,20:41:00,Disp,Pressure,6TR_,T,-,-
192,2022-06-01,20:38:50,App,Pressure,6TR_,T,-,-
193,2022-06-01,20:38:50,Disp,Pressure,6TR_,T,-,-
196,2022-06-01,20:37:26,Disp,Door,58TR_,C5,3G,2.79
203,2022-06-01,20:33:02,App,Door,58TR_,C5,3G,2.79
206,2022-06-01,20:32:41,Disp,Door,58TR_,C5,2G,2.79
207,2022-06-01,20:31:00,App,Door,58TR_,C5,2G,2.79
210,2022-06-01,20:30:24,Disp,Door,58TR_,C5,2G,2.79
213,2022-06-01,20:30:06,App,Door,58TR_,C5,2G,2.79
219,2022-06-01,20:29:19,Disp,Door,58TR_,C5,2D,2.79
220,2022-06-01,20:29:19,Disp,Door,58TR_,C5,2G,2.79
222,2022-06-01,20:28:59,App,Door,58TR_,C5,2G,2.79
223,2022-06-01,20:28:58,App,Door,58TR_,C5,2D,2.79
228,2022-06-01,20:26:40,Disp,Door,58TR_,C5,1G,2.79
229,2022-06-01,20:26:31,App,Door,58TR_,C5,1G,2.79
236,2022-06-01,20:15:19,Disp,Door,74TR_,C3,1G,3
237,2022-06-01,20:15:17,App,Door,74TR_,C3,1G,3
238,2022-06-01,20:15:17,App,Door,74TR_,C4,2D,3
239,2022-06-01,20:15:17,Disp,Door,74TR_,C4,2D,3
244,2022-06-01,20:14:08,Disp,Door,130TR_,C2,3D,2.88
245,2022-06-01,20:13:47,App,Door,130TR_,C2,3D,2.89
250,2022-06-01,20:11:35,Disp,Door,112TR_,C2,1G,3.09
251,2022-06-01,20:11:28,App,Door,112TR_,C2,1G,3.09
252,2022-06-01,20:08:39,Disp,Door,99TR_,C5,2G,3.59
253,2022-06-01,20:08:33,App,Door,99TR_,C5,2G,3.59
256,2022-06-01,20:06:43,Disp,Door,15TR_,C2,3G,2.89
259,2022-06-01,20:06:22,App,Door,15TR_,C2,3G,2.89
264,2022-06-01,19:57:46,App,Pressure,51TR_,T,-,-
265,2022-06-01,19:57:46,Disp,Pressure,51TR_,T,-,-
268,2022-06-01,19:55:45,App,Pressure,6TR_,T,-,-
269,2022-06-01,19:55:45,Disp,Pressure,6TR_,T,-,-
274,2022-06-01,19:54:25,Disp,Door,84TR_,C3,1G,3.03
275,2022-06-01,19:54:24,App,Door,84TR_,C3,1G,3.03
284,2022-06-01,19:50:59,App,Pressure,6TR_,T,-,-
285,2022-06-01,19:50:59,Disp,Pressure,6TR_,T,-,-
288,2022-06-01,19:49:46,Disp,Door,7TR_,C5,1D,3.47
289,2022-06-01,19:49:38,App,Door,7TR_,C5,1D,3.46
294,2022-06-01,19:48:45,App,Pressure,6TR_,T,-,-
295,2022-06-01,19:48:45,Disp,Pressure,6TR_,T,-,-
296,2022-06-01,19:48:06,App,Pressure,51TR_,T,-,-
297,2022-06-01,19:48:06,Disp,Pressure,51TR_,T,-,-
300,2022-06-01,19:46:38,App,Pressure,6TR_,T,-,-
301,2022-06-01,19:46:38,Disp,Pressure,6TR_,T,-,-
308,2022-06-01,19:44:48,Disp,Door,140TR_,C1,2D,3.28
309,2022-06-01,19:44:41,App,Door,140TR_,C1,2D,3.28
316,2022-06-01,19:42:35,Disp,Door,41TR_,C1,1G,3.04
317,2022-06-01,19:42:18,App,Pressure,6TR_,T,-,-
318,2022-06-01,19:42:18,Disp,Pressure,6TR_,T,-,-
321,2022-06-01,19:42:07,App,Door,41TR_,C1,1G,3.04
326,2022-06-01,19:39:13,App,Pressure,51TR_,T,-,-
327,2022-06-01,19:39:13,Disp,Pressure,51TR_,T,-,-
330,2022-06-01,19:36:44,App,Pressure,78TR_,T,-,-
331,2022-06-01,19:36:44,Disp,Pressure,78TR_,T,-,-
332,2022-06-01,19:36:43,Disp,Door,129TR_,C4,3G,3.14
333,2022-06-01,19:36:41,App,Door,129TR_,C4,3G,3.14
338,2022-06-01,19:33:48,App,Pressure,51TR_,T,-,-
339,2022-06-01,19:33:48,Disp,Pressure,51TR_,T,-,-
342,2022-06-01,19:33:19,App,Door,74TR_,C4,2D,3.13
343,2022-06-01,19:33:19,Disp,Door,74TR_,C4,2D,3.13
348,2022-06-01,19:32:07,Disp,Door,70TR_,C2,1G,3.06
349,2022-06-01,19:32:06,App,Door,70TR_,C2,1G,3.06
350,2022-06-01,19:32:06,App,Door,70TR_,C4,2G,3.06
351,2022-06-01,19:32:06,Disp,Door,70TR_,C4,2G,3.06
358,2022-06-01,19:30:12,Disp,Pressure,78TR_,T,-,-
359,2022-06-01,19:30:11,App,Pressure,78TR_,T,-,-
360,2022-06-01,19:28:34,App,Pressure,85TR_,T,-,-
361,2022-06-01,19:28:34,Disp,Pressure,85TR_,T,-,-
362,2022-06-01,19:28:33,App,Pressure,36TR_,T,-,-
363,2022-06-01,19:28:33,Disp,Pressure,36TR_,T,-,-
366,2022-06-01,19:27:09,App,Pressure,75TR_,T,-,-
367,2022-06-01,19:27:09,Disp,Pressure,75TR_,T,-,-
374,2022-06-01,19:22:26,App,Pressure,36TR_,T,-,-
375,2022-06-01,19:22:26,Disp,Pressure,36TR_,T,-,-
376,2022-06-01,19:22:26,App,Pressure,85TR_,T,-,-
377,2022-06-01,19:22:26,Disp,Pressure,85TR_,T,-,-
382,2022-06-01,19:20:18,App,Pressure,75TR_,T,-,-
383,2022-06-01,19:20:18,Disp,Pressure,75TR_,T,-,-
384,2022-06-01,19:19:22,App,Pressure,85TR_,T,-,-
385,2022-06-01,19:19:22,Disp,Pressure,85TR_,T,-,-
388,2022-06-01,19:17:16,Disp,Door,18TR_,C1,3G,3.51
389,2022-06-01,19:17:13,App,Door,18TR_,C1,3G,3.51
394,2022-06-01,19:16:49,App,Pressure,75TR_,T,-,-
395,2022-06-01,19:16:49,Disp,Pressure,75TR_,T,-,-
396,2022-06-01,19:16:41,Disp,Door,7TR_,C5,1D,2.89
397,2022-06-01,19:16:40,App,Door,7TR_,C5,1D,2.89
398,2022-06-01,19:16:13,App,Pressure,36TR_,T,-,-
399,2022-06-01,19:16:13,Disp,Pressure,36TR_,T,-,-
410,2022-06-01,19:14:31,Disp,Door,48TR_,C3,1D,2.94
411,2022-06-01,19:14:03,App,Pressure,6TR_,T,-,-
412,2022-06-01,19:14:03,Disp,Pressure,6TR_,T,-,-
413,2022-06-01,19:12:38,App,Pressure,25TR_,T,-,-
414,2022-06-01,19:12:38,Disp,Pressure,25TR_,T,-,-
417,2022-06-01,19:10:50,App,Pressure,6TR_,T,-,-
418,2022-06-01,19:10:50,Disp,Pressure,6TR_,T,-,-
419,2022-06-01,19:10:13,App,Pressure,36TR_,T,-,-
420,2022-06-01,19:10:13,Disp,Pressure,36TR_,T,-,-
423,2022-06-01,19:09:59,App,Door,48TR_,C3,1D,2.94
424,2022-06-01,19:08:32,App,Pressure,25TR_,T,-,-
425,2022-06-01,19:08:32,Disp,Pressure,25TR_,T,-,-
428,2022-06-01,19:06:50,App,Pressure,85TR_,T,-,-
429,2022-06-01,19:06:50,Disp,Pressure,85TR_,T,-,-
430,2022-06-01,19:06:49,App,Pressure,36TR_,T,-,-
431,2022-06-01,19:06:49,Disp,Pressure,36TR_,T,-,-
434,2022-06-01,19:05:05,App,Door,13TR_,C3,3D,3.24
435,2022-06-01,19:05:05,App,Door,13TR_,C2,2G,3.24
436,2022-06-01,19:05:05,Disp,Door,13TR_,C3,3D,3.24
437,2022-06-01,19:05:05,Disp,Door,13TR_,C2,2G,3.24
442,2022-06-01,19:02:43,App,Pressure,25TR_,T,-,-
443,2022-06-01,19:02:43,Disp,Pressure,25TR_,T,-,-
446,2022-06-01,19:02:09,App,Pressure,36TR_,T,-,-
447,2022-06-01,19:02:09,Disp,Pressure,36TR_,T,-,-
448,2022-06-01,19:02:09,App,Pressure,85TR_,T,-,-
449,2022-06-01,19:02:09,Disp,Pressure,85TR_,T,-,-
452,2022-06-01,18:58:53,Disp,Door,64TR_,C1,1G,3.82
453,2022-06-01,18:58:49,App,Door,64TR_,C1,1G,3.82
454,2022-06-01,18:58:32,App,Pressure,85TR_,T,-,-
455,2022-06-01,18:58:32,Disp,Pressure,85TR_,T,-,-
460,2022-06-01,18:57:38,Disp,Door,48TR_,C5,1D,2.93
464,2022-06-01,18:57:27,Disp,Door,48TR_,C5,2D,2.94
466,2022-06-01,18:57:15,App,Door,48TR_,C5,1D,2.94
467,2022-06-01,18:57:15,App,Door,48TR_,C5,2D,2.94
474,2022-06-01,18:55:43,Disp,Door,48TR_,C2,1D,2.94
475,2022-06-01,18:55:25,App,Door,48TR_,C2,1D,2.94
476,2022-06-01,18:54:46,App,Pressure,36TR_,T,-,-
477,2022-06-01,18:54:46,Disp,Pressure,36TR_,T,-,-
478,2022-06-01,18:54:46,App,Pressure,85TR_,T,-,-
479,2022-06-01,18:54:46,Disp,Pressure,85TR_,T,-,-
484,2022-06-01,18:54:10,Disp,Door,51TR_,C3,3G,2.81
485,2022-06-01,18:54:09,Disp,Pressure,6TR_,T,-,-
486,2022-06-01,18:54:09,App,Door,51TR_,C3,3G,2.81
487,2022-06-01,18:54:08,App,Pressure,6TR_,T,-,-
490,2022-06-01,18:51:51,Disp,Door,125TR_,C3,1G,3.55
491,2022-06-01,18:51:46,App,Door,125TR_,C3,1G,3.55
494,2022-06-01,18:50:58,App,Pressure,6TR_,T,-,-
495,2022-06-01,18:50:58,Disp,Pressure,6TR_,T,-,-
502,2022-06-01,18:49:02,App,Pressure,6TR_,T,-,-
503,2022-06-01,18:49:02,Disp,Pressure,6TR_,T,-,-
508,2022-06-01,18:48:06,App,Pressure,36TR_,T,-,-
509,2022-06-01,18:48:06,Disp,Pressure,36TR_,T,-,-
510,2022-06-01,18:48:06,App,Pressure,85TR_,T,-,-
511,2022-06-01,18:48:06,Disp,Pressure,85TR_,T,-,-
518,2022-06-01,18:46:21,App,Pressure,14TR_,T,-,-
519,2022-06-01,18:46:21,Disp,Pressure,14TR_,T,-,-
520,2022-06-01,18:46:04,App,Pressure,36TR_,T,-,-
521,2022-06-01,18:46:04,Disp,Pressure,36TR_,T,-,-
522,2022-06-01,18:46:04,Disp,Pressure,85TR_,T,-,-
523,2022-06-01,18:46:03,App,Pressure,85TR_,T,-,-
524,2022-06-01,18:45:50,App,Pressure,6TR_,T,-,-
525,2022-06-01,18:45:50,Disp,Pressure,6TR_,T,-,-
526,2022-06-01,18:45:38,App,Pressure,65TR_,T,-,-
527,2022-06-01,18:45:38,Disp,Pressure,65TR_,T,-,-
532,2022-06-01,18:43:12,Disp,Door,48TR_,C2,2G,2.94
534,2022-06-01,18:42:57,App,Door,48TR_,C2,2G,2.93
536,2022-06-01,18:42:54,Disp,Door,48TR_,C2,1G,2.93
537,2022-06-01,18:42:38,App,Door,48TR_,C2,1G,2.93
540,2022-06-01,18:41:42,Disp,Door,48TR_,C4,2G,2.94
541,2022-06-01,18:41:23,App,Door,48TR_,C4,2G,2.94
542,2022-06-01,18:41:10,Disp,Door,99TR_,C1,2D,3.57
543,2022-06-01,18:41:09,App,Door,99TR_,C1,2D,3.57
544,2022-06-01,18:40:50,Disp,Door,46TR_,C4,3D,3.52
545,2022-06-01,18:40:46,App,Door,46TR_,C4,3D,3.5
546,2022-06-01,18:40:43,Disp,Pressure,6TR_,T,-,-
547,2022-06-01,18:40:42,App,Pressure,6TR_,T,-,-
548,2022-06-01,18:38:56,Disp,Door,131TR_,C4,3D,2.9
549,2022-06-01,18:38:54,App,Door,131TR_,C4,3D,2.9
550,2022-06-01,18:38:43,App,Pressure,6TR_,T,-,-
551,2022-06-01,18:38:43,Disp,Pressure,6TR_,T,-,-
554,2022-06-01,18:36:41,Disp,Door,45TR_,C1,1G,3.82
555,2022-06-01,18:36:40,App,Door,45TR_,C1,1G,3.82
556,2022-06-01,18:35:53,App,Pressure,36TR_,T,-,-
557,2022-06-01,18:35:53,Disp,Pressure,36TR_,T,-,-
560,2022-06-01,18:35:21,App,Pressure,14TR_,T,-,-
561,2022-06-01,18:35:21,Disp,Pressure,14TR_,T,-,-
562,2022-06-01,18:35:21,App,Pressure,30TR_,T,-,-
563,2022-06-01,18:35:21,Disp,Pressure,30TR_,T,-,-
566,2022-06-01,18:34:54,App,Pressure,76TR_,T,-,-
567,2022-06-01,18:34:54,Disp,Pressure,76TR_,T,-,-
575,2022-06-01,18:32:19,App,Pressure,14TR_,T,-,-
576,2022-06-01,18:32:19,Disp,Pressure,14TR_,T,-,-
577,2022-06-01,18:32:19,App,Pressure,30TR_,T,-,-
578,2022-06-01,18:32:19,Disp,Pressure,30TR_,T,-,-
585,2022-06-01,18:31:31,Disp,Door,130TR_,C5,3G,3.82
589,2022-06-01,18:31:07,App,Pressure,65TR_,T,-,-
590,2022-06-01,18:31:07,Disp,Pressure,65TR_,T,-,-
595,2022-06-01,18:30:42,App,Door,130TR_,C5,3G,3.81
596,2022-06-01,18:30:20,App,Pressure,76TR_,T,-,-
597,2022-06-01,18:30:20,Disp,Pressure,76TR_,T,-,-
606,2022-06-01,18:27:40,App,Door,81TR_,C5,3D,2.93
607,2022-06-01,18:27:40,Disp,Door,81TR_,C5,3D,2.93
610,2022-06-01,18:26:33,Disp,Door,125TR_,C3,2D,3.12
611,2022-06-01,18:26:33,Disp,Door,125TR_,C2,2G,3.11
612,2022-06-01,18:26:32,App,Door,125TR_,C3,2D,3.11
613,2022-06-01,18:26:32,App,Door,125TR_,C2,2G,3.11
614,2022-06-01,18:25:34,App,Pressure,76TR_,T,-,-
615,2022-06-01,18:25:34,Disp,Pressure,76TR_,T,-,-
622,2022-06-01,18:24:26,Disp,Door,114TR_,C5,1D,2.83
624,2022-06-01,18:24:13,App,Door,114TR_,C5,1D,2.83
626,2022-06-01,18:24:11,Disp,Door,114TR_,C5,2D,2.83
627,2022-06-01,18:23:17,App,Door,114TR_,C5,2D,2.83
629,2022-06-01,18:23:15,Disp,Pressure,30TR_,T,-,-
630,2022-06-01,18:23:14,App,Pressure,14TR_,T,-,-
631,2022-06-01,18:23:14,Disp,Pressure,14TR_,T,-,-
632,2022-06-01,18:23:14,App,Pressure,30TR_,T,-,-
634,2022-06-01,18:23:14,Disp,Door,114TR_,C5,3D,2.83
636,2022-06-01,18:22:10,App,Door,114TR_,C5,3D,2.83
638,2022-06-01,18:22:07,Disp,Door,114TR_,C4,1D,2.83
641,2022-06-01,18:21:46,Disp,Door,113TR_,C3,2G,3.55
642,2022-06-01,18:21:41,Disp,Door,136TR_,C2,3D,2.89
643,2022-06-01,18:21:38,App,Door,136TR_,C2,3D,2.89
644,2022-06-01,18:21:35,Disp,Door,113TR_,C1,3G,3.55
645,2022-06-01,18:21:30,App,Door,113TR_,C3,2G,3.55
646,2022-06-01,18:21:30,App,Door,113TR_,C1,3G,3.55
648,2022-06-01,18:21:10,App,Door,114TR_,C4,1D,2.83
650,2022-06-01,18:21:08,Disp,Door,114TR_,C4,2D,2.83
651,2022-06-01,18:20:39,Disp,Pressure,14TR_,T,-,-
652,2022-06-01,18:20:38,App,Pressure,14TR_,T,-,-
654,2022-06-01,18:20:19,App,Door,114TR_,C4,2D,2.83
656,2022-06-01,18:20:17,Disp,Door,114TR_,C4,3D,2.83
659,2022-06-01,18:19:19,App,Door,114TR_,C4,3D,2.83
662,2022-06-01,18:19:16,Disp,Door,114TR_,C2,1D,2.83
663,2022-06-01,18:18:53,Disp,Door,135TR_,C4,1D,3.08
664,2022-06-01,18:18:49,App,Door,135TR_,C4,1D,3.03
668,2022-06-01,18:18:22,App,Door,114TR_,C2,1D,2.83
670,2022-06-01,18:18:20,Disp,Door,114TR_,C2,2D,2.83
672,2022-06-01,18:17:37,App,Door,114TR_,C2,2D,2.83
674,2022-06-01,18:17:35,Disp,Door,114TR_,C2,3D,2.83
676,2022-06-01,18:16:44,App,Door,114TR_,C2,3D,2.83
678,2022-06-01,18:16:42,Disp,Door,114TR_,C3,3G,2.83
683,2022-06-01,18:16:13,Disp,Door,6TR_,C5,3G,3.72
684,2022-06-01,18:16:03,App,Door,6TR_,C5,3G,3.72
686,2022-06-01,18:15:52,App,Door,114TR_,C3,3G,2.83
688,2022-06-01,18:15:50,Disp,Door,114TR_,C3,2G,2.83
692,2022-06-01,18:15:04,App,Door,114TR_,C3,2G,2.83
694,2022-06-01,18:15:02,Disp,Door,114TR_,C3,1G,2.83
699,2022-06-01,18:14:28,App,Door,41TR_,C5,1D,3.18
700,2022-06-01,18:14:28,Disp,Door,41TR_,C5,1D,3.18
704,2022-06-01,18:13:50,App,Door,114TR_,C3,1G,2.83
706,2022-06-01,18:13:48,Disp,Door,114TR_,C1,3G,2.83
709,2022-06-01,18:13:19,App,Door,51TR_,C5,2D,3.18
710,2022-06-01,18:13:19,Disp,Door,51TR_,C5,2D,3.18
711,2022-06-01,18:13:14,App,Pressure,112TR_,T,-,-
712,2022-06-01,18:13:14,Disp,Pressure,112TR_,T,-,-
716,2022-06-01,18:11:39,App,Door,114TR_,C1,3G,2.83
718,2022-06-01,18:11:37,Disp,Door,114TR_,C1,2G,2.83
724,2022-06-01,18:10:55,App,Door,114TR_,C1,2G,2.83
726,2022-06-01,18:10:53,Disp,Door,114TR_,C1,1G,2.83
729,2022-06-01,18:10:38,App,Pressure,76TR_,T,-,-
730,2022-06-01,18:10:38,Disp,Pressure,76TR_,T,-,-
731,2022-06-01,18:09:26,App,Door,114TR_,C1,1G,2.83
738,2022-06-01,18:07:13,App,Door,138TR_,C1,1D,2.97
739,2022-06-01,18:07:13,Disp,Door,138TR_,C1,1D,2.97
740,2022-06-01,18:06:38,Disp,Pressure,96TR_,T,-,-
741,2022-06-01,18:06:37,App,Pressure,96TR_,T,-,-
744,2022-06-01,18:05:54,Disp,Door,56TR_,C2,3G,3.12
745,2022-06-01,18:05:50,App,Door,56TR_,C2,3G,3.12
748,2022-06-01,18:05:32,Disp,Door,114TR_,C1,1D,2.83
752,2022-06-01,18:05:16,App,Door,114TR_,C1,1D,2.83
754,2022-06-01,18:05:14,Disp,Door,114TR_,C1,2D,2.83
758,2022-06-01,18:04:24,App,Door,114TR_,C1,2D,2.83
760,2022-06-01,18:04:22,Disp,Door,114TR_,C1,3D,2.83
765,2022-06-01,18:03:31,App,Door,114TR_,C1,3D,2.83
768,2022-06-01,18:03:29,Disp,Door,114TR_,C3,1D,2.83
769,2022-06-01,18:03:03,App,Door,45TR_,C3,1G,2.87
770,2022-06-01,18:03:03,Disp,Door,45TR_,C3,1G,2.87
773,2022-06-01,18:02:53,Disp,Door,126TR_,C5,3D,2.77
774,2022-06-01,18:02:09,App,Door,126TR_,C5,3D,2.77
775,2022-06-01,18:01:44,App,Door,114TR_,C3,1D,2.83
778,2022-06-01,18:01:41,Disp,Door,114TR_,C3,2D,2.83
784,2022-06-01,18:01:03,App,Door,114TR_,C3,2D,2.83
786,2022-06-01,18:01:01,Disp,Door,114TR_,C3,3D,2.83
790,2022-06-01,18:00:18,App,Door,114TR_,C3,3D,2.83
792,2022-06-01,18:00:15,Disp,Door,114TR_,C2,3G,2.83
797,2022-06-01,17:59:25,Disp,Door,48TR_,C4,1G,2.94
799,2022-06-01,17:59:19,App,Door,114TR_,C2,3G,2.83
801,2022-06-01,17:59:17,Disp,Door,114TR_,C2,2G,2.83
802,2022-06-01,17:59:05,App,Pressure,32TR_,T,-,-
803,2022-06-01,17:59:05,Disp,Pressure,32TR_,T,-,-
804,2022-06-01,17:59:02,App,Pressure,14TR_,T,-,-
805,2022-06-01,17:59:02,Disp,Pressure,14TR_,T,-,-
806,2022-06-01,17:59:02,App,Pressure,30TR_,T,-,-
807,2022-06-01,17:59:02,Disp,Pressure,30TR_,T,-,-
811,2022-06-01,17:58:37,App,Door,114TR_,C2,2G,2.83
813,2022-06-01,17:58:35,Disp,Door,114TR_,C2,1G,2.83
817,2022-06-01,17:58:03,Disp,Door,48TR_,C2,1G,2.94
819,2022-06-01,17:57:54,App,Door,114TR_,C2,1G,2.83
821,2022-06-01,17:57:52,Disp,Door,114TR_,C4,3G,2.83
825,2022-06-01,17:57:03,App,Door,114TR_,C4,3G,2.83
827,2022-06-01,17:57:01,Disp,Door,114TR_,C4,2G,2.83
830,2022-06-01,17:56:40,App,Door,48TR_,C2,1G,2.94
832,2022-06-01,17:56:37,App,Pressure,32TR_,T,-,-
833,2022-06-01,17:56:37,Disp,Pressure,32TR_,T,-,-
835,2022-06-01,17:56:37,Disp,Door,48TR_,C2,2G,2.94
837,2022-06-01,17:56:18,App,Door,114TR_,C4,2G,2.83
839,2022-06-01,17:56:16,Disp,Door,114TR_,C4,1G,2.83
842,2022-06-01,17:55:39,App,Pressure,25TR_,T,-,-
843,2022-06-01,17:55:39,Disp,Pressure,25TR_,T,-,-
845,2022-06-01,17:55:25,App,Door,114TR_,C4,1G,2.83
847,2022-06-01,17:55:23,Disp,Door,114TR_,C5,3G,2.83
855,2022-06-01,17:54:25,App,Door,114TR_,C5,3G,2.83
857,2022-06-01,17:54:23,Disp,Door,114TR_,C5,2G,2.83
858,2022-06-01,17:54:21,App,Pressure,32TR_,T,-,-
859,2022-06-01,17:54:21,Disp,Pressure,32TR_,T,-,-
861,2022-06-01,17:53:31,App,Door,114TR_,C5,2G,2.83
863,2022-06-01,17:53:29,Disp,Door,114TR_,C5,1G,2.83
864,2022-06-01,17:53:11,App,Door,64TR_,C3,3G,2.82
865,2022-06-01,17:53:11,Disp,Door,64TR_,C3,3G,2.82
866,2022-06-01,17:53:04,Disp,Door,129TR_,C1,1G,2.89
867,2022-06-01,17:52:59,App,Door,129TR_,C1,1G,2.89
870,2022-06-01,17:52:24,App,Door,114TR_,C5,1G,2.83
871,2022-06-01,17:52:14,App,Door,87TR_,C2,2D,3.27
872,2022-06-01,17:52:14,Disp,Door,87TR_,C2,2D,3.27
875,2022-06-01,17:51:25,App,Pressure,32TR_,T,-,-
876,2022-06-01,17:51:25,Disp,Pressure,32TR_,T,-,-
881,2022-06-01,17:50:45,Disp,Door,106TR_,C2,2D,2.92
