,Date,Hour,State,code,Train,CarNumber,Equipement,Pressure
144,2022-03-01,20:55:53,App,Door,70TR_,C2,1G,2.86
145,2022-03-01,20:55:53,Disp,Door,70TR_,C2,1G,2.86
148,2022-03-01,20:51:48,Disp,Pressure,107TR_,T,-,-
149,2022-03-01,20:51:47,App,Pressure,107TR_,T,-,-
150,2022-03-01,20:50:10,Disp,Door,119TR_,C3,1D,3.02
151,2022-03-01,20:50:04,App,Door,119TR_,C3,1D,3.03
156,2022-03-01,20:49:40,App,Pressure,6TR_,T,-,-
157,2022-03-01,20:49:40,Disp,Pressure,6TR_,T,-,-
158,2022-03-01,20:47:14,App,Door,7TR_,C1,3D,2.81
159,2022-03-01,20:47:14,Disp,Door,7TR_,C1,3D,2.81
160,2022-03-01,20:46:24,Disp,Door,102TR_,C1,3D,2.92
161,2022-03-01,20:46:23,App,Door,102TR_,C1,3D,2.92
162,2022-03-01,20:45:30,App,Pressure,6TR_,T,-,-
163,2022-03-01,20:45:30,Disp,Pressure,6TR_,T,-,-
164,2022-03-01,20:43:06,Disp,Door,62TR_,C5,1G,3.14
165,2022-03-01,20:43:05,App,Door,62TR_,C5,1G,3.14
168,2022-03-01,20:40:41,App,Pressure,75TR_,T,-,-
169,2022-03-01,20:40:41,Disp,Pressure,75TR_,T,-,-
172,2022-03-01,20:36:19,Disp,Door,139TR_,C1,3G,2.97
173,2022-03-01,20:36:18,App,Door,139TR_,C1,3G,2.97
178,2022-03-01,20:32:15,App,Pressure,65TR_,T,-,-
179,2022-03-01,20:32:15,Disp,Pressure,65TR_,T,-,-
180,2022-03-01,20:27:25,App,Pressure,36TR_,T,-,-
181,2022-03-01,20:27:25,Disp,Pressure,36TR_,T,-,-
190,2022-03-01,20:23:58,App,Pressure,128TR_,T,-,-
191,2022-03-01,20:23:58,Disp,Pressure,128TR_,T,-,-
194,2022-03-01,20:21:29,App,Door,108TR_,C3,2D,3.13
195,2022-03-01,20:21:29,Disp,Door,108TR_,C3,2D,3.13
196,2022-03-01,20:20:12,Disp,Door,58TR_,C1,3G,3.18
197,2022-03-01,20:20:05,App,Door,58TR_,C1,3G,3.18
198,2022-03-01,20:19:38,Disp,Door,76TR_,C2,3G,2.92
199,2022-03-01,20:19:30,App,Door,76TR_,C2,3G,2.92
202,2022-03-01,20:17:08,App,Door,32TR_,C3,3D,3.66
203,2022-03-01,20:17:08,Disp,Door,32TR_,C3,3D,3.66
204,2022-03-01,20:15:38,Disp,DoorGeneral,69TR_,T,-,2.9
205,2022-03-01,20:15:38,Disp,Door,69TR_,C3,2G,2.9
206,2022-03-01,20:15:38,Disp,Door,69TR_,C2,1D,2.9
207,2022-03-01,20:15:38,Disp,Door,69TR_,C2,2D,2.9
208,2022-03-01,20:15:38,Disp,Door,69TR_,C4,3D,2.9
209,2022-03-01,20:15:38,Disp,Door,69TR_,C5,3D,2.9
210,2022-03-01,20:15:37,App,DoorGeneral,69TR_,T,-,2.9
211,2022-03-01,20:15:37,App,Door,69TR_,C3,2G,2.9
212,2022-03-01,20:15:37,App,Door,69TR_,C2,1D,2.9
213,2022-03-01,20:15:37,App,Door,69TR_,C2,2D,2.9
214,2022-03-01,20:15:37,App,Door,69TR_,C4,3D,2.9
215,2022-03-01,20:15:37,App,Door,69TR_,C5,3D,2.9
216,2022-03-01,20:15:20,Disp,Pressure,25TR_,T,-,-
217,2022-03-01,20:15:19,App,Pressure,25TR_,T,-,-
218,2022-03-01,20:15:14,App,Door,106TR_,C5,2G,2.88
219,2022-03-01,20:15:14,Disp,Door,106TR_,C5,2G,2.88
220,2022-03-01,20:14:38,Disp,Door,136TR_,C2,1D,3.09
221,2022-03-01,20:14:34,App,Door,136TR_,C2,1D,3.09
222,2022-03-01,20:12:53,Disp,Door,49TR_,C5,3G,3.06
223,2022-03-01,20:12:51,App,Door,49TR_,C5,3G,3.06
224,2022-03-01,20:11:44,App,Door,59TR_,C1,1D,3.11
225,2022-03-01,20:11:44,Disp,Door,59TR_,C1,1D,3.11
226,2022-03-01,20:11:30,Disp,Pressure,78TR_,T,-,-
227,2022-03-01,20:11:29,App,Pressure,78TR_,T,-,-
228,2022-03-01,20:10:11,Disp,Door,126TR_,C5,2G,4.41
229,2022-03-01,20:10:08,App,Door,126TR_,C5,2G,4.41
230,2022-03-01,20:09:38,App,Pressure,40TR_,T,-,-
231,2022-03-01,20:09:38,Disp,Pressure,40TR_,T,-,-
232,2022-03-01,20:08:27,App,Door,130TR_,C1,3D,3.06
233,2022-03-01,20:08:27,Disp,Door,130TR_,C1,3D,3.06
236,2022-03-01,20:06:43,App,Pressure,36TR_,T,-,-
237,2022-03-01,20:06:43,Disp,Pressure,36TR_,T,-,-
238,2022-03-01,20:05:18,App,Pressure,80TR_,T,-,-
239,2022-03-01,20:05:18,Disp,Pressure,80TR_,T,-,-
240,2022-03-01,20:04:29,App,Door,78TR_,C1,2D,2.96
241,2022-03-01,20:04:29,Disp,Door,78TR_,C1,2D,2.96
242,2022-03-01,20:03:37,App,Door,34TR_,C1,3D,2.86
243,2022-03-01,20:03:37,Disp,Door,34TR_,C1,3D,2.86
244,2022-03-01,20:02:42,App,Pressure,36TR_,T,-,-
245,2022-03-01,20:02:42,Disp,Pressure,36TR_,T,-,-
248,2022-03-01,19:59:52,App,Pressure,32TR_,T,-,-
249,2022-03-01,19:59:52,Disp,Pressure,32TR_,T,-,-
250,2022-03-01,19:56:43,Disp,Pressure,40TR_,T,-,-
251,2022-03-01,19:56:42,App,Pressure,40TR_,T,-,-
252,2022-03-01,19:54:45,App,Pressure,40TR_,T,-,-
253,2022-03-01,19:54:45,Disp,Pressure,40TR_,T,-,-
254,2022-03-01,19:54:16,Disp,Door,19TR_,C3,3G,3.12
255,2022-03-01,19:54:15,App,Door,19TR_,C3,3G,3.12
258,2022-03-01,19:52:50,App,Pressure,36TR_,T,-,-
259,2022-03-01,19:52:50,Disp,Pressure,36TR_,T,-,-
262,2022-03-01,19:48:02,App,Pressure,40TR_,T,-,-
263,2022-03-01,19:48:02,Disp,Pressure,40TR_,T,-,-
266,2022-03-01,19:46:55,App,Pressure,36TR_,T,-,-
267,2022-03-01,19:46:55,Disp,Pressure,36TR_,T,-,-
273,2022-03-01,19:46:43,Disp,Door,2TR_,C1,2G,2.78
274,2022-03-01,19:46:43,Disp,Door,2TR_,C1,3G,2.78
277,2022-03-01,19:45:42,App,Pressure,40TR_,T,-,-
278,2022-03-01,19:45:42,Disp,Pressure,40TR_,T,-,-
279,2022-03-01,19:42:53,App,Pressure,40TR_,T,-,-
280,2022-03-01,19:42:53,Disp,Pressure,40TR_,T,-,-
283,2022-03-01,19:40:24,Disp,Door,70TR_,C1,1G,2.92
284,2022-03-01,19:40:11,App,Door,70TR_,C1,1G,2.95
285,2022-03-01,19:40:03,App,Pressure,36TR_,T,-,-
286,2022-03-01,19:40:03,Disp,Pressure,36TR_,T,-,-
289,2022-03-01,19:38:15,Disp,Door,15TR_,C2,1D,2.88
290,2022-03-01,19:38:14,App,Door,15TR_,C2,1D,2.88
293,2022-03-01,19:36:52,App,Pressure,107TR_,T,-,-
294,2022-03-01,19:36:52,Disp,Pressure,107TR_,T,-,-
297,2022-03-01,19:35:51,App,Pressure,72TR_,T,-,-
298,2022-03-01,19:35:51,Disp,Pressure,72TR_,T,-,-
299,2022-03-01,19:34:56,App,Pressure,40TR_,T,-,-
300,2022-03-01,19:34:56,Disp,Pressure,40TR_,T,-,-
301,2022-03-01,19:33:07,App,Pressure,36TR_,T,-,-
302,2022-03-01,19:33:07,Disp,Pressure,36TR_,T,-,-
303,2022-03-01,19:32:41,App,Pressure,72TR_,T,-,-
304,2022-03-01,19:32:41,Disp,Pressure,72TR_,T,-,-
305,2022-03-01,19:30:55,App,Pressure,36TR_,T,-,-
306,2022-03-01,19:30:55,Disp,Pressure,36TR_,T,-,-
307,2022-03-01,19:29:11,App,Door,53TR_,C5,1D,3.29
308,2022-03-01,19:29:11,Disp,Door,53TR_,C5,1D,3.29
309,2022-03-01,19:28:42,App,Pressure,36TR_,T,-,-
310,2022-03-01,19:28:42,Disp,Pressure,36TR_,T,-,-
311,2022-03-01,19:28:41,App,Pressure,71TR_,T,-,-
312,2022-03-01,19:28:41,Disp,Pressure,71TR_,T,-,-
313,2022-03-01,19:26:02,App,Pressure,53TR_,T,-,-
314,2022-03-01,19:26:02,Disp,Pressure,53TR_,T,-,-
315,2022-03-01,19:25:40,Disp,Door,38TR_,C4,1D,3.27
316,2022-03-01,19:25:40,Disp,Door,38TR_,C5,3D,3.27
317,2022-03-01,19:25:39,App,Door,38TR_,C4,1D,3.27
318,2022-03-01,19:25:39,App,Door,38TR_,C5,3D,3.27
321,2022-03-01,19:25:10,Disp,Door,78TR_,C1,2D,3.25
322,2022-03-01,19:25:09,App,Door,78TR_,C1,2D,3.25
323,2022-03-01,19:24:29,Disp,Door,103TR_,C1,3D,2.98
324,2022-03-01,19:24:28,App,Door,103TR_,C1,3D,2.99
329,2022-03-01,19:18:28,Disp,Door,119TR_,C3,2D,3.41
330,2022-03-01,19:18:26,Disp,Door,119TR_,C1,3D,3.41
331,2022-03-01,19:18:25,App,Door,119TR_,C3,2D,3.41
332,2022-03-01,19:18:25,App,Door,119TR_,C1,3D,3.41
333,2022-03-01,19:17:30,Disp,Door,55TR_,C5,1G,2.84
334,2022-03-01,19:17:28,App,Door,55TR_,C5,1G,2.84
337,2022-03-01,19:16:18,Disp,Door,22TR_,C4,1G,3.55
338,2022-03-01,19:16:17,App,Door,22TR_,C4,1G,3.54
340,2022-03-01,19:14:17,App,Door,2TR_,C1,3G,2.77
341,2022-03-01,19:14:17,App,Pressure,106TR_,T,-,-
342,2022-03-01,19:14:17,Disp,Pressure,106TR_,T,-,-
343,2022-03-01,19:14:03,App,Pressure,80TR_,T,-,-
344,2022-03-01,19:14:03,Disp,Pressure,80TR_,T,-,-
347,2022-03-01,19:13:37,App,Door,2TR_,C1,2G,2.77
348,2022-03-01,19:13:30,App,Pressure,71TR_,T,-,-
349,2022-03-01,19:13:30,Disp,Pressure,71TR_,T,-,-
356,2022-03-01,19:12:55,Disp,Door,124TR_,C2,3G,2.97
359,2022-03-01,19:12:45,Disp,Door,2TR_,C1,1G,2.77
360,2022-03-01,19:12:43,App,Door,124TR_,C2,3G,2.97
363,2022-03-01,19:12:30,Disp,Door,84TR_,C4,2D,3.1
364,2022-03-01,19:12:29,App,Door,84TR_,C4,2D,3.1
365,2022-03-01,19:12:24,App,Door,2TR_,C1,1G,2.77
368,2022-03-01,19:10:43,Disp,Door,2TR_,C3,3G,2.77
369,2022-03-01,19:10:30,App,Pressure,80TR_,T,-,-
370,2022-03-01,19:10:30,Disp,Pressure,80TR_,T,-,-
371,2022-03-01,19:10:19,App,Door,2TR_,C3,3G,2.77
376,2022-03-01,19:09:54,Disp,Door,2TR_,C3,2G,2.77
377,2022-03-01,19:09:34,App,Door,2TR_,C3,2G,2.77
378,2022-03-01,19:08:13,Disp,Door,84TR_,C1,3D,3.03
379,2022-03-01,19:08:12,App,Door,84TR_,C1,3D,3.03
380,2022-03-01,19:06:41,App,Door,64TR_,C2,3D,2.94
381,2022-03-01,19:06:41,Disp,Door,64TR_,C2,3D,2.94
382,2022-03-01,19:06:08,App,Pressure,80TR_,T,-,-
383,2022-03-01,19:06:08,Disp,Pressure,80TR_,T,-,-
384,2022-03-01,19:04:52,App,Pressure,1TR_,T,-,-
385,2022-03-01,19:04:52,Disp,Pressure,1TR_,T,-,-
386,2022-03-01,19:04:48,App,Pressure,82TR_,T,-,-
387,2022-03-01,19:04:48,Disp,Pressure,82TR_,T,-,-
388,2022-03-01,19:04:18,App,Pressure,106TR_,T,-,-
389,2022-03-01,19:04:18,Disp,Pressure,106TR_,T,-,-
392,2022-03-01,19:03:44,Disp,Door,101TR_,C4,1D,3.17
393,2022-03-01,19:03:38,App,Door,101TR_,C4,1D,3.15
394,2022-03-01,19:03:03,Disp,Door,15TR_,C3,2D,3.32
395,2022-03-01,19:03:03,Disp,Door,15TR_,C1,3D,3.32
396,2022-03-01,19:03:02,App,Door,15TR_,C3,2D,3.32
397,2022-03-01,19:03:02,App,Door,15TR_,C1,3D,3.32
402,2022-03-01,19:00:24,App,Pressure,25TR_,T,-,-
403,2022-03-01,19:00:24,Disp,Pressure,25TR_,T,-,-
404,2022-03-01,19:00:05,App,Pressure,65TR_,T,-,-
405,2022-03-01,19:00:05,Disp,Pressure,65TR_,T,-,-
408,2022-03-01,18:59:32,Disp,Door,2TR_,C3,3G,2.77
409,2022-03-01,18:57:37,App,Pressure,65TR_,T,-,-
410,2022-03-01,18:57:37,Disp,Pressure,65TR_,T,-,-
411,2022-03-01,18:57:31,App,Pressure,80TR_,T,-,-
412,2022-03-01,18:57:31,Disp,Pressure,80TR_,T,-,-
415,2022-03-01,18:56:08,App,Door,1TR_,C2,1D,3.5
416,2022-03-01,18:56:08,Disp,Door,1TR_,C2,1D,3.5
417,2022-03-01,18:55:43,App,Door,70TR_,C2,1G,2.92
418,2022-03-01,18:55:43,Disp,Door,70TR_,C2,1G,2.92
419,2022-03-01,18:55:30,Disp,Door,99TR_,C5,1G,2.87
420,2022-03-01,18:55:29,App,Door,99TR_,C5,1G,2.87
421,2022-03-01,18:55:29,App,Door,129TR_,C4,1D,2.98
422,2022-03-01,18:55:29,Disp,Door,129TR_,C4,1D,2.98
423,2022-03-01,18:54:39,App,Pressure,65TR_,T,-,-
424,2022-03-01,18:54:39,Disp,Pressure,65TR_,T,-,-
427,2022-03-01,18:53:24,Disp,Door,21TR_,C1,3G,3.35
428,2022-03-01,18:53:14,App,Door,2TR_,C3,3G,2.78
429,2022-03-01,18:53:05,Disp,DoorGeneral,21TR_,T,-,3.36
430,2022-03-01,18:53:05,Disp,Door,21TR_,C1,1G,3.36
431,2022-03-01,18:53:05,Disp,Door,21TR_,C1,2G,3.36
432,2022-03-01,18:53:01,App,Door,102TR_,C1,2D,3.42
433,2022-03-01,18:53:01,Disp,Door,102TR_,C1,2D,3.42
434,2022-03-01,18:53:00,App,DoorGeneral,21TR_,T,-,3.37
435,2022-03-01,18:53:00,App,Door,21TR_,C1,1G,3.37
436,2022-03-01,18:53:00,App,Door,21TR_,C1,2G,3.37
437,2022-03-01,18:53:00,App,Door,21TR_,C1,3G,3.37
438,2022-03-01,18:52:34,Disp,Door,69TR_,C3,2D,4.03
439,2022-03-01,18:52:32,App,Door,69TR_,C3,2D,4.02
440,2022-03-01,18:51:27,Disp,Door,61TR_,C4,2G,2.98
441,2022-03-01,18:51:26,App,DoorGeneral,61TR_,T,-,2.98
442,2022-03-01,18:51:26,App,Door,61TR_,C3,2D,2.98
443,2022-03-01,18:51:26,App,Door,61TR_,C2,2G,2.98
444,2022-03-01,18:51:26,App,Door,61TR_,C4,2G,2.98
445,2022-03-01,18:51:26,App,Door,61TR_,C5,1G,2.98
446,2022-03-01,18:51:26,Disp,DoorGeneral,61TR_,T,-,2.98
447,2022-03-01,18:51:26,Disp,Door,61TR_,C3,2D,2.98
448,2022-03-01,18:51:26,Disp,Door,61TR_,C2,2G,2.98
449,2022-03-01,18:51:26,Disp,Door,61TR_,C5,1G,2.98
452,2022-03-01,18:49:29,Disp,Door,93TR_,C4,3D,3.46
453,2022-03-01,18:49:21,App,Door,93TR_,C4,3D,3.46
456,2022-03-01,18:48:45,Disp,Door,34TR_,C5,3D,3.03
457,2022-03-01,18:48:44,App,Door,34TR_,C5,3D,3.03
460,2022-03-01,18:46:40,App,Door,90TR_,C5,2G,2.85
461,2022-03-01,18:46:40,Disp,Door,90TR_,C5,2G,2.85
462,2022-03-01,18:46:40,App,Door,101TR_,C1,3D,2.83
463,2022-03-01,18:46:40,Disp,Door,101TR_,C1,3D,2.83
470,2022-03-01,18:44:15,Disp,Door,2TR_,C3,2G,2.77
471,2022-03-01,18:43:59,App,Pressure,80TR_,T,-,-
472,2022-03-01,18:43:59,Disp,Pressure,80TR_,T,-,-
473,2022-03-01,18:43:54,Disp,Door,103TR_,C5,1D,3.18
474,2022-03-01,18:43:54,Disp,Door,132TR_,C4,2D,3.38
475,2022-03-01,18:43:53,App,Door,103TR_,C5,1D,3.19
476,2022-03-01,18:43:53,App,Door,132TR_,C4,2D,3.38
477,2022-03-01,18:43:07,App,Door,101TR_,C5,2G,2.88
478,2022-03-01,18:43:07,Disp,Door,101TR_,C5,2G,2.88
479,2022-03-01,18:42:56,App,Door,8TR_,C3,2D,3.35
480,2022-03-01,18:42:56,Disp,Door,8TR_,C3,2D,3.35
483,2022-03-01,18:40:45,App,Pressure,42TR_,T,-,-
484,2022-03-01,18:40:45,Disp,Pressure,42TR_,T,-,-
485,2022-03-01,18:40:28,App,Door,2TR_,C3,2G,2.78
486,2022-03-01,18:39:04,Disp,Door,140TR_,C3,2G,2.96
487,2022-03-01,18:39:02,App,DoorGeneral,140TR_,T,-,2.96
488,2022-03-01,18:39:02,App,Door,140TR_,C3,1G,2.96
489,2022-03-01,18:39:02,App,Door,140TR_,C3,2G,2.96
490,2022-03-01,18:39:02,App,Door,140TR_,C4,3D,2.96
491,2022-03-01,18:39:02,App,Door,140TR_,C5,3D,2.96
492,2022-03-01,18:39:02,Disp,DoorGeneral,140TR_,T,-,2.96
493,2022-03-01,18:39:02,Disp,Door,140TR_,C3,1G,2.96
494,2022-03-01,18:39:02,Disp,Door,140TR_,C4,3D,2.96
495,2022-03-01,18:39:02,Disp,Door,140TR_,C5,3D,2.96
504,2022-03-01,18:37:03,Disp,Door,8TR_,C1,1G,3.44
506,2022-03-01,18:36:51,App,Door,8TR_,C1,1G,3.45
508,2022-03-01,18:36:46,App,Pressure,1TR_,T,-,-
509,2022-03-01,18:36:46,Disp,Pressure,1TR_,T,-,-
512,2022-03-01,18:36:26,Disp,Door,2TR_,C3,1G,2.77
515,2022-03-01,18:34:08,Disp,Door,75TR_,C2,2D,2.94
516,2022-03-01,18:34:04,App,Door,75TR_,C2,2D,2.94
519,2022-03-01,18:33:47,App,Pressure,83TR_,T,-,-
520,2022-03-01,18:33:47,Disp,Pressure,83TR_,T,-,-
521,2022-03-01,18:33:28,App,Door,2TR_,C3,1G,2.78
522,2022-03-01,18:33:07,App,Pressure,99TR_,T,-,-
523,2022-03-01,18:33:07,Disp,Pressure,99TR_,T,-,-
524,2022-03-01,18:32:44,Disp,Door,108TR_,C5,1D,3.25
525,2022-03-01,18:32:43,App,Door,108TR_,C5,1D,3.25
528,2022-03-01,18:28:10,App,Door,133TR_,C3,3D,3.13
529,2022-03-01,18:28:10,Disp,Door,133TR_,C3,3D,3.13
530,2022-03-01,18:27:44,Disp,Door,2TR_,C1,2G,2.78
531,2022-03-01,18:27:38,App,Door,2TR_,C1,2G,2.78
534,2022-03-01,18:27:03,App,Door,84TR_,C4,2D,3.14
535,2022-03-01,18:27:03,Disp,Door,84TR_,C4,2D,3.13
536,2022-03-01,18:26:32,Disp,Door,93TR_,C3,2D,3.35
537,2022-03-01,18:26:32,Disp,Door,93TR_,C3,3D,3.35
538,2022-03-01,18:26:31,Disp,DoorGeneral,93TR_,T,-,3.35
539,2022-03-01,18:26:31,Disp,Door,93TR_,C2,2G,3.35
540,2022-03-01,18:26:31,Disp,Door,93TR_,C5,2G,3.35
541,2022-03-01,18:26:30,App,DoorGeneral,93TR_,T,-,3.35
542,2022-03-01,18:26:30,App,Door,93TR_,C3,2D,3.35
543,2022-03-01,18:26:30,App,Door,93TR_,C3,3D,3.35
544,2022-03-01,18:26:30,App,Door,93TR_,C2,2G,3.35
545,2022-03-01,18:26:30,App,Door,93TR_,C5,2G,3.35
548,2022-03-01,18:25:54,Disp,Door,2TR_,C1,3D,2.77
551,2022-03-01,18:25:52,Disp,Pressure,1TR_,T,-,-
552,2022-03-01,18:25:51,App,Pressure,1TR_,T,-,-
555,2022-03-01,18:24:53,App,Pressure,56TR_,T,-,-
556,2022-03-01,18:24:53,Disp,Pressure,56TR_,T,-,-
557,2022-03-01,18:24:11,App,Door,2TR_,C1,3D,2.77
558,2022-03-01,18:23:33,App,Pressure,1TR_,T,-,-
559,2022-03-01,18:23:33,Disp,Pressure,1TR_,T,-,-
